Date;Hour;D.vien (grados);H (%);Precipitación (l/m2);Tº (ºC);V.vien (m/s)
25/02/2017;22:00;147;67;0;12,1;0,59
25/02/2017;21:00;290;64;0;12,6;0,75
25/02/2017;20:00;291;56;0;13,6;1,24
25/02/2017;19:00;288;51;0;14,5;1,83
25/02/2017;18:00;284;48;0;15,7;2,24
25/02/2017;17:00;288;46;0;17,4;2,78
25/02/2017;16:00;288;42;0;18,3;2,36
25/02/2017;15:00;285;42;0;17,7;2,44
25/02/2017;14:00;308;40;0;17,4;3,25
25/02/2017;13:00;101;41;0;17,2;0,49
25/02/2017;12:00;120;53;0;14,2;1,77
25/02/2017;11:00;120;64;0;10,8;3,17
25/02/2017;10:00;123;75;0;8,2;2,93
25/02/2017;09:00;128;84;0;6,1;3,09
25/02/2017;08:00;125;88;0;4,7;2,19
25/02/2017;07:00;114;89;0;4,1;2,02
25/02/2017;06:00;115;89;0;4,1;2,72
25/02/2017;05:00;127;88;0;4,5;2,36
25/02/2017;04:00;127;87;0;4,9;1,81
25/02/2017;03:00;123;86;0;5,5;2,22
25/02/2017;02:00;127;84;0;6,2;2,11
25/02/2017;01:00;132;82;0;7,1;1,32
24/02/2017;24:00;129;79;0;7,7;0,71
24/02/2017;23:00;165;76;0;8,4;0,52
24/02/2017;22:00;185;73;0;9;0,43
24/02/2017;21:00;285;71;0;9,7;1,15
24/02/2017;20:00;299;69;0;10,2;0,81
24/02/2017;19:00;323;69;0;10,4;1,68
24/02/2017;18:00;354;67;0;10,8;2,05
24/02/2017;17:00;321;65;0;11,3;3,8
24/02/2017;16:00;309;63;0;11,6;4,63
24/02/2017;15:00;338;70;0;11,5;2,92
24/02/2017;14:00;335;72;0;11,4;2,54
24/02/2017;13:00;304;75;0,1;10,9;4,3
24/02/2017;12:00;324;84;0;10,9;2,25
24/02/2017;11:00;294;90;0;10;1,79
24/02/2017;10:00;308;90;0,1;9,6;3,25
24/02/2017;09:00;289;91;0;9,5;2,04
24/02/2017;08:00;291;92;0;9,1;1,3
24/02/2017;07:00;292;92;0;9,3;1,73
24/02/2017;06:00;307;92;0,1;9,4;3,9
24/02/2017;05:00;300;90;0,1;9,8;2,99
24/02/2017;04:00;303;89;0,5;10,1;2,19
24/02/2017;03:00;325;85;0,4;10,7;1,44
24/02/2017;02:00;280;81;0,1;11,4;0,55
24/02/2017;01:00;148;79;0;11,8;0,46
23/02/2017;24:00;134;79;0;11,6;1,47
23/02/2017;23:00;168;76;0;11,8;1,38
23/02/2017;22:00;61;70;0;12,6;0,42
23/02/2017;21:00;291;68;0;12,6;1,87
23/02/2017;20:00;284;69;0;12,4;3,02
23/02/2017;19:00;315;73;0;12,4;4,27
23/02/2017;18:00;330;74;0;12,7;4,03
23/02/2017;17:00;328;76;0;12,7;3,94
23/02/2017;16:00;325;76;0;12,8;4,58
23/02/2017;15:00;327;75;0;12,8;3,52
23/02/2017;14:00;320;75;0;12,6;4,42
23/02/2017;13:00;302;77;0;12,7;2,38
23/02/2017;12:00;306;82;0;11,7;2,19
23/02/2017;11:00;9;87;0;11,2;0,85
23/02/2017;10:00;325;90;0;10,6;0,65
23/02/2017;09:00;286;91;0;10;0,98
23/02/2017;08:00;269;92;0;9,7;0,98
23/02/2017;07:00;289;92;0;9,4;1,36
23/02/2017;06:00;293;92;0;9,1;0,63
23/02/2017;05:00;46;92;0;8,7;0,48
23/02/2017;04:00;297;91;0;8,8;1,37
23/02/2017;03:00;113;91;0;9;1,14
23/02/2017;02:00;133;90;0;9,4;1,65
23/02/2017;01:00;131;90;0;10;1,76
22/02/2017;24:00;168;89;0;10,5;1,03
22/02/2017;23:00;271;89;0;10,5;0,69
22/02/2017;22:00;319;88;0;10,5;1,77
22/02/2017;21:00;322;87;0;10,8;1,76
22/02/2017;20:00;324;85;0;11,1;2,15
22/02/2017;19:00;303;80;0;11,8;3,22
22/02/2017;18:00;303;72;0;13,7;3,7
22/02/2017;17:00;305;68;0;15,4;3,45
22/02/2017;16:00;302;63;0;16,4;4,15
22/02/2017;15:00;295;58;0;17,3;3,55
22/02/2017;14:00;292;56;0;17,7;2,38
22/02/2017;13:00;341;61;0;16,6;0,81
22/02/2017;12:00;127;72;0;14,5;1,07
22/02/2017;11:00;162;84;0;11,3;1,21
22/02/2017;10:00;173;88;0;8,9;2,41
22/02/2017;09:00;133;89;0;8,2;2,3
22/02/2017;08:00;126;88;0;8,3;1,8
22/02/2017;07:00;145;88;0;8,2;1,87
22/02/2017;06:00;134;88;0;7,7;2,31
22/02/2017;05:00;127;88;0;7,5;2,69
22/02/2017;04:00;128;87;0;7,7;1,78
22/02/2017;03:00;129;86;0;8,1;1,66
22/02/2017;02:00;141;85;0;8,6;1,2
22/02/2017;01:00;118;84;0;9;1,33
21/02/2017;24:00;121;82;0;9,6;1,28
21/02/2017;23:00;126;80;0;10,3;0,85
21/02/2017;22:00;132;79;0;10,8;0,39
21/02/2017;21:00;291;77;0;11,2;0,87
21/02/2017;20:00;292;74;0;11,9;1,7
21/02/2017;19:00;334;72;0;12,6;1,39
21/02/2017;18:00;317;69;0;13,6;2,81
21/02/2017;17:00;308;66;0;14,5;3,44
21/02/2017;16:00;302;64;0;15,2;2,61
21/02/2017;15:00;294;67;0;14,3;2,71
21/02/2017;14:00;326;68;0;14;2,31
21/02/2017;13:00;41;69;0;13,8;1,36
21/02/2017;12:00;349;67;0;14,1;0,98
21/02/2017;11:00;37;72;0;13;0,28
21/02/2017;10:00;120;79;0;10,7;1,04
21/02/2017;09:00;113;83;0;9,1;1,71
21/02/2017;08:00;121;83;0;8,7;1,76
21/02/2017;07:00;122;84;0;8,6;1,51
21/02/2017;06:00;130;83;0;8,4;2,2
21/02/2017;05:00;123;83;0;8,7;1,73
21/02/2017;04:00;121;82;0;9;1,62
21/02/2017;03:00;130;80;0;9,5;1,86
21/02/2017;02:00;123;79;0;9,9;1,69
21/02/2017;01:00;134;78;0;10,2;1,27
20/02/2017;24:00;125;77;0;10,3;1,14
20/02/2017;23:00;99;75;0;10,6;0,52
20/02/2017;22:00;220;74;0;10,4;0,11
20/02/2017;21:00;288;72;0;10,8;0,88
20/02/2017;20:00;332;71;0;11,4;0,95
20/02/2017;19:00;299;68;0;12;2,39
20/02/2017;18:00;287;64;0;13;3,22
20/02/2017;17:00;298;60;0;13,9;4,47
20/02/2017;16:00;300;59;0;14,4;4,82
20/02/2017;15:00;304;53;0;15,1;4,16
20/02/2017;14:00;308;50;0;16;1,8
20/02/2017;13:00;286;57;0;15;1,31
20/02/2017;12:00;301;64;0;14;1,79
20/02/2017;11:00;288;73;0;13,2;1,72
20/02/2017;10:00;282;80;0;11,7;1,25
20/02/2017;09:00;302;83;0;10,9;0,68
20/02/2017;08:00;182;84;0;10,7;0,23
20/02/2017;07:00;70;84;0;10,6;0,07
20/02/2017;06:00;108;84;0;10,7;0,15
20/02/2017;05:00;146;84;0;10,6;0,94
20/02/2017;04:00;124;84;0;10,8;0,27
20/02/2017;03:00;162;84;0;10,7;0,28
20/02/2017;02:00;342;84;0;10,6;0,19
20/02/2017;01:00;261;83;0;10,6;0,26
19/02/2017;24:00;125;83;0;10,7;0,63
19/02/2017;23:00;309;83;0;10,5;0,21
19/02/2017;22:00;277;83;0;10,4;0,87
19/02/2017;21:00;288;81;0;11;1,25
19/02/2017;20:00;277;80;0;11,7;0,93
19/02/2017;19:00;303;79;0;12;1,16
19/02/2017;18:00;307;77;0;12,4;1,94
19/02/2017;17:00;308;76;0;12,7;2,86
19/02/2017;16:00;306;77;0;12,8;2,8
19/02/2017;15:00;325;79;0;12,7;3,39
19/02/2017;14:00;308;80;0;12,6;3,35
19/02/2017;13:00;316;79;0;12,7;3,8
19/02/2017;12:00;339;81;0;12,6;2,28
19/02/2017;11:00;314;83;0;12,3;2,51
19/02/2017;10:00;294;85;0;12,1;1,77
19/02/2017;09:00;288;86;0;11,8;1,25
19/02/2017;08:00;292;86;0;11,6;1,32
19/02/2017;07:00;290;86;0;11,5;1,69
19/02/2017;06:00;301;86;0;11,5;1,79
19/02/2017;05:00;302;84;0,1;11,6;3,31
19/02/2017;04:00;302;84;0;11,5;3,57
19/02/2017;03:00;300;85;0;11,5;3,64
19/02/2017;02:00;300;86;0;11,4;3,61
19/02/2017;01:00;298;86;0;11,5;3,66
18/02/2017;24:00;295;85;0;11,6;1,81
18/02/2017;23:00;292;84;0;11,6;1,37
18/02/2017;22:00;291;84;0;11,9;1,65
18/02/2017;21:00;308;83;0;12,1;1,6
18/02/2017;20:00;341;83;0;12,2;1,88
18/02/2017;19:00;334;83;0;12,3;3,38
18/02/2017;18:00;313;80;0;12,6;3,17
18/02/2017;17:00;322;77;0;12,8;3,89
18/02/2017;16:00;321;73;0;13,1;4,45
18/02/2017;15:00;317;72;0;13,4;4,76
18/02/2017;14:00;327;72;0;13,6;4,95
18/02/2017;13:00;322;70;0;13,7;5,46
18/02/2017;12:00;302;64;0;13,7;3,38
18/02/2017;11:00;291;66;0;12,6;1,44
18/02/2017;10:00;136;74;0;10,1;2,04
18/02/2017;09:00;133;78;0;8,2;2,22
18/02/2017;08:00;132;80;0;7,4;3,06
18/02/2017;07:00;140;80;0;7,6;2,25
18/02/2017;06:00;128;81;0;7,7;2,12
18/02/2017;05:00;131;81;0;7,8;3,11
18/02/2017;04:00;143;81;0;8,1;2,21
18/02/2017;03:00;131;80;0;8,6;2,74
18/02/2017;02:00;136;79;0;9,1;2,46
18/02/2017;01:00;142;79;0;9,7;1,84
17/02/2017;24:00;129;78;0;10,2;2,69
17/02/2017;23:00;135;75;0;11,3;1,87
17/02/2017;22:00;126;75;0;12,1;0,88
17/02/2017;21:00;151;73;0;12,8;0,41
17/02/2017;20:00;220;73;0;13,3;0,34
17/02/2017;19:00;283;71;0;13,7;1,12
17/02/2017;18:00;310;67;0;14,6;2,42
17/02/2017;17:00;311;61;0;16;3,39
17/02/2017;16:00;304;55;0;17,1;4,95
17/02/2017;15:00;297;46;0;19,3;3,03
17/02/2017;14:00;360;41;0;20,6;0,69
17/02/2017;13:00;307;47;0;19,2;0,92
17/02/2017;12:00;160;56;0;17,6;0,78
17/02/2017;11:00;87;64;0;14,8;1,1
17/02/2017;10:00;126;72;0;11,8;1,79
17/02/2017;09:00;129;78;0;9,5;2,28
17/02/2017;08:00;125;79;0;8,4;2,46
17/02/2017;07:00;126;79;0;8,5;2,1
17/02/2017;06:00;119;78;0;8,8;2,27
17/02/2017;05:00;121;78;0;9;2,13
17/02/2017;04:00;124;77;0;9,3;2,28
17/02/2017;03:00;126;74;0;9,7;2,09
17/02/2017;02:00;124;72;0;10,5;1,85
17/02/2017;01:00;131;70;0;11,1;2,15
16/02/2017;24:00;132;69;0;12,1;1,32
16/02/2017;23:00;130;68;0;12,5;2,13
16/02/2017;22:00;133;66;0;13,3;1,87
16/02/2017;21:00;128;64;0;14,3;1,05
16/02/2017;20:00;281;63;0;14,9;0,36
16/02/2017;19:00;291;62;0;15,9;1,88
16/02/2017;18:00;301;54;0;17,5;2,9
16/02/2017;17:00;282;40;0;20,5;1,9
16/02/2017;16:00;257;39;0;21,1;1,11
16/02/2017;15:00;242;40;0;20,7;1,07
16/02/2017;14:00;140;43;0;20,1;0,5
16/02/2017;13:00;225;48;0;19;1,08
16/02/2017;12:00;234;51;0;17,7;1,19
16/02/2017;11:00;184;54;0;16,8;1,15
16/02/2017;10:00;169;60;0;15;0,85
16/02/2017;09:00;113;64;0;13,2;1,04
16/02/2017;08:00;111;64;0;12,5;1,27
16/02/2017;07:00;110;64;0;12,3;1,2
16/02/2017;06:00;113;62;0;12,5;1,33
16/02/2017;05:00;113;61;0;12,6;0,99
16/02/2017;04:00;129;62;0;12,6;1,08
16/02/2017;03:00;112;62;0;12,6;1,16
16/02/2017;02:00;128;62;0;13,1;2,39
16/02/2017;01:00;124;62;0;13,3;2,21
15/02/2017;24:00;128;62;0;13,4;2,4
15/02/2017;23:00;122;62;0;13,8;1,24
15/02/2017;22:00;120;61;0;14,3;1,81
15/02/2017;21:00;145;55;0;15,6;1,09
15/02/2017;20:00;107;55;0;16,1;0,37
15/02/2017;19:00;107;52;0;16,9;0,75
15/02/2017;18:00;140;47;0;17,9;1,69
15/02/2017;17:00;181;43;0;18,8;2,34
15/02/2017;16:00;158;42;0;19,2;3,62
15/02/2017;15:00;146;41;0;19,5;3,52
15/02/2017;14:00;143;40;0;20;0,78
15/02/2017;13:00;150;43;0;18,5;2,09
15/02/2017;12:00;131;48;0;17,3;4,18
15/02/2017;11:00;133;47;0;16,9;2,78
15/02/2017;10:00;149;48;0;16;1,68
15/02/2017;09:00;149;48;0;15,1;2,75
15/02/2017;08:00;134;51;0;13,9;2,02
15/02/2017;07:00;141;49;0;14,4;2,99
15/02/2017;06:00;136;51;0;14,1;1,87
15/02/2017;05:00;125;49;0;14,7;2,58
15/02/2017;04:00;147;47;0;15,3;2,59
15/02/2017;03:00;127;47;0;15,3;3,38
15/02/2017;02:00;117;47;0;15,5;5,13
15/02/2017;01:00;128;47;0;15,8;5,67
14/02/2017;24:00;143;47;0;16,1;5,49
14/02/2017;23:00;144;46;0;16,6;4,2
14/02/2017;22:00;146;46;0;16,5;3,69
14/02/2017;21:00;157;45;0;16,6;2
14/02/2017;20:00;155;43;0;17;1,8
14/02/2017;19:00;140;40;0;17,6;4,02
14/02/2017;18:00;144;40;0;17,4;4,66
14/02/2017;17:00;153;37;0;17,9;3,57
14/02/2017;16:00;165;35;0;18,4;4,7
14/02/2017;15:00;162;33;0;19,7;1,3
14/02/2017;14:00;154;34;0;20;1,06
14/02/2017;13:00;148;38;0;18,2;2,8
14/02/2017;12:00;137;41;0;17,2;3,46
14/02/2017;11:00;124;44;0;16,2;3,63
14/02/2017;10:00;128;51;0;14,9;0,29
14/02/2017;09:00;311;61;0;12,8;0,79
14/02/2017;08:00;33;66;0;10,5;0,49
14/02/2017;07:00;99;69;0;9,8;1,91
14/02/2017;06:00;29;72;0;9,5;0,39
14/02/2017;05:00;106;73;0;9,4;0,93
14/02/2017;04:00;101;72;0;9,9;1,41
14/02/2017;03:00;124;74;0;10,2;1,11
14/02/2017;02:00;125;77;0;10,1;1,37
14/02/2017;01:00;137;79;0;10,2;1,97
13/02/2017;24:00;132;80;0;10,4;2,23
13/02/2017;23:00;122;80;0;11;0,94
13/02/2017;22:00;131;78;0;11,6;1,56
13/02/2017;21:00;134;74;0;12,4;1,71
13/02/2017;20:00;245;71;0;12,9;0,32
13/02/2017;19:00;320;71;0;13,3;1,32
13/02/2017;18:00;329;68;0;13,7;3,76
13/02/2017;17:00;305;52;0;15,9;1,53
13/02/2017;16:00;176;60;0;15,5;2,86
13/02/2017;15:00;138;67;0,4;15,3;2,55
13/02/2017;14:00;139;55;0,3;17,1;4,84
13/02/2017;13:00;126;55;0;16,8;7,17
13/02/2017;12:00;133;53;0,2;16,8;11,11
13/02/2017;11:00;134;53;0,1;16,2;12,15
13/02/2017;10:00;132;52;0,1;15,8;11,39
13/02/2017;09:00;131;52;0;15,5;9,52
13/02/2017;08:00;132;53;0,1;15;9,21
13/02/2017;07:00;139;51;0,1;15,2;9,37
13/02/2017;06:00;150;50;0;15,4;10,65
13/02/2017;05:00;149;52;0;15,1;10,75
13/02/2017;04:00;147;53;0;15,3;11,12
13/02/2017;03:00;140;54;0,2;15,2;11,79
13/02/2017;02:00;140;54;1;15,3;13,47
13/02/2017;01:00;142;53;0,7;15,5;13,3
12/02/2017;24:00;143;52;0,5;15,5;12,03
12/02/2017;23:00;143;52;0,1;15,5;10,76
12/02/2017;22:00;138;52;0,7;15,5;12,42
12/02/2017;21:00;137;52;0,1;15,5;12,54
12/02/2017;20:00;133;50;0;15,9;10,8
12/02/2017;19:00;133;50;0;16;10,27
12/02/2017;18:00;132;52;0;15,8;8,63
12/02/2017;17:00;137;55;0;15,6;8,66
12/02/2017;16:00;138;57;0;15,3;9,43
12/02/2017;15:00;131;56;0;15,4;8,19
12/02/2017;14:00;132;56;0,1;15;9,06
12/02/2017;13:00;139;60;0,2;14,2;7,99
12/02/2017;12:00;133;66;0,1;13,6;6,73
12/02/2017;11:00;141;68;0,1;13,6;7,12
12/02/2017;10:00;128;84;0;10,7;2,7
12/02/2017;09:00;112;86;0;8,7;1,01
12/02/2017;08:00;109;87;0;8,4;1,26
12/02/2017;07:00;119;86;0;8,3;0,83
12/02/2017;06:00;151;86;0;8,2;0,19
12/02/2017;05:00;66;87;0;8,1;1,47
12/02/2017;04:00;94;87;0;8,2;1,19
12/02/2017;03:00;77;87;0;8,1;1,57
12/02/2017;02:00;83;87;0;8,2;0,64
12/02/2017;01:00;124;87;0,3;8,3;0,62
11/02/2017;24:00;73;86;0,1;8,3;0,7
11/02/2017;23:00;61;86;0;8,2;0,8
11/02/2017;22:00;58;86;0,2;8,3;0,68
11/02/2017;21:00;25;86;0,6;8,4;0,32
11/02/2017;20:00;89;84;1;8,5;0,54
11/02/2017;19:00;56;83;0,8;8,7;1,19
11/02/2017;18:00;43;82;0,4;9;1,51
11/02/2017;17:00;54;79;0,1;9,3;2,54
11/02/2017;16:00;44;76;0;10;3,91
11/02/2017;15:00;46;72;0;10,7;2,81
11/02/2017;14:00;2;70;0;11,1;0,99
11/02/2017;13:00;293;67;0;10,5;2,24
11/02/2017;12:00;300;71;0;9,9;0,9
11/02/2017;11:00;347;76;0;8,9;0,49
11/02/2017;10:00;145;79;0;7,1;0,59
11/02/2017;09:00;137;80;0;6,3;1,56
11/02/2017;08:00;143;80;0;6,2;1,21
11/02/2017;07:00;141;80;0;6,3;1,56
11/02/2017;06:00;130;78;0;6,7;0,88
11/02/2017;05:00;133;77;0;7;1,37
11/02/2017;04:00;142;75;0;7,4;0,62
11/02/2017;03:00;110;73;0;7,8;0,32
11/02/2017;02:00;143;72;0;7,7;1,03
11/02/2017;01:00;147;71;0;7,9;1,08
10/02/2017;24:00;142;69;0;8,6;1,29
10/02/2017;23:00;89;66;0;9,3;0,79
10/02/2017;22:00;79;62;0;10,2;0,7
10/02/2017;21:00;71;59;0;10,9;0,53
10/02/2017;20:00;130;55;0;11,6;0,97
10/02/2017;19:00;138;50;0;12,7;1,08
10/02/2017;18:00;133;46;0;13,7;2,08
10/02/2017;17:00;138;40;0;15;3,22
10/02/2017;16:00;140;36;0;15,3;3,09
10/02/2017;15:00;164;35;0;15,1;2,72
10/02/2017;14:00;171;36;0;15,4;2,16
10/02/2017;13:00;140;40;0;13,4;3,31
10/02/2017;12:00;145;40;0;12,5;3,29
10/02/2017;11:00;151;39;0;11,9;5,42
10/02/2017;10:00;142;39;0;11,8;1,18
10/02/2017;09:00;153;39;0;11,4;1,48
10/02/2017;08:00;161;41;0;10,8;2,02
10/02/2017;07:00;159;41;0;10,4;2,57
10/02/2017;06:00;126;43;0;10,5;1,89
10/02/2017;05:00;171;45;0;10,3;0,85
10/02/2017;04:00;144;48;0;10,1;2,44
10/02/2017;03:00;143;49;0;10,4;3,36
10/02/2017;02:00;130;49;0;10,9;2,8
10/02/2017;01:00;145;49;0;11,2;1,2
09/02/2017;24:00;294;52;0;10,8;0,15
09/02/2017;23:00;101;53;0;11,1;0,78
09/02/2017;22:00;81;56;0;10,9;0,61
09/02/2017;21:00;122;59;0;11,1;0,88
09/02/2017;20:00;121;58;0;11,5;2,4
09/02/2017;19:00;152;54;0;12;0,79
09/02/2017;18:00;125;51;0;12,9;2,46
09/02/2017;17:00;112;47;0;13,7;2,88
09/02/2017;16:00;127;44;0;13,9;3,08
09/02/2017;15:00;126;42;0;14,2;2,94
09/02/2017;14:00;129;44;0;14,1;1,36
09/02/2017;13:00;137;50;0;12,9;3,37
09/02/2017;12:00;119;66;0;11,2;2,79
09/02/2017;11:00;115;80;0;8,7;3,66
09/02/2017;10:00;117;89;0;6,3;3,27
09/02/2017;09:00;124;91;0;5;3,14
09/02/2017;08:00;128;91;0;4,6;3,11
09/02/2017;07:00;138;90;0;4,8;1,89
09/02/2017;06:00;130;90;0;5,3;2,48
09/02/2017;05:00;137;89;0;5,8;1,22
09/02/2017;04:00;124;89;0;6,2;1,37
09/02/2017;03:00;146;88;0,2;6,4;0,49
09/02/2017;02:00;96;87;0,2;6,7;0,27
09/02/2017;01:00;168;86;0;7;1,03
08/02/2017;24:00;180;85;0,3;7,2;0,94
08/02/2017;23:00;126;83;0,5;7,7;0,31
08/02/2017;22:00;187;82;0,1;7,9;0,9
08/02/2017;21:00;184;79;0;8,3;0,87
08/02/2017;20:00;284;78;0,9;8,4;0,7
08/02/2017;19:00;309;79;1,2;8,3;2,06
08/02/2017;18:00;297;78;0;8,4;1,62
08/02/2017;17:00;309;75;0,7;8,9;3,6
08/02/2017;16:00;325;68;0,7;9,7;5,47
08/02/2017;15:00;310;66;0,6;10,1;6,11
08/02/2017;14:00;303;66;0;10,2;8,04
08/02/2017;13:00;294;69;0;9,9;6,35
08/02/2017;12:00;295;68;0;9,6;6,41
08/02/2017;11:00;294;64;0;9,6;7,01
08/02/2017;10:00;294;68;0,1;9;6,01
08/02/2017;09:00;320;71;0,2;8,4;4,46
08/02/2017;08:00;290;72;0;8;5,89
08/02/2017;07:00;296;70;0,1;7,8;6,27
08/02/2017;06:00;309;65;0;9,4;7,75
08/02/2017;05:00;304;70;2;8,6;8,64
08/02/2017;04:00;300;76;0,2;7,6;6,06
08/02/2017;03:00;283;73;3,3;7,7;5,72
08/02/2017;02:00;285;73;0,1;8;5,24
08/02/2017;01:00;272;72;0;7,5;3,61
07/02/2017;24:00;284;69;0,1;8,1;6,3
07/02/2017;23:00;287;68;0;8,1;6,76
07/02/2017;22:00;287;72;2,3;8,3;7,31
07/02/2017;21:00;288;71;0;9,1;4,59
07/02/2017;20:00;287;74;0;9,1;5,98
07/02/2017;19:00;289;80;0,6;8,6;5,39
07/02/2017;18:00;296;80;2,1;9,3;8,65
07/02/2017;17:00;308;76;0,6;11,6;3,43
07/02/2017;16:00;301;81;0;11,2;1,86
07/02/2017;15:00;306;82;0,6;10,7;4,63
07/02/2017;14:00;304;75;0,1;12,2;5,46
07/02/2017;13:00;304;77;0;12,9;3,1
07/02/2017;12:00;304;81;0,3;12,3;0,46
07/02/2017;11:00;190;79;0,1;12,1;0,77
07/02/2017;10:00;177;77;0;12,3;1,49
07/02/2017;09:00;215;79;0;12,4;0,82
07/02/2017;08:00;282;87;0;11,8;2,68
07/02/2017;07:00;289;91;0,1;11,9;3,4
07/02/2017;06:00;301;90;0,3;12,2;4,6
07/02/2017;05:00;297;88;1,4;12,1;1,54
07/02/2017;04:00;283;87;0,3;12,3;0,42
07/02/2017;03:00;127;88;0,2;12,1;1,82
07/02/2017;02:00;128;89;0;11,9;2,5
07/02/2017;01:00;127;89;0;11,9;2,73
06/02/2017;24:00;130;89;0;12,2;2,06
06/02/2017;23:00;134;89;0;12,4;1,96
06/02/2017;22:00;135;88;0;12,7;2,58
06/02/2017;21:00;129;86;0,2;13;1,8
06/02/2017;20:00;139;84;0,4;13,3;1,27
06/02/2017;19:00;138;83;0;13,5;2,17
06/02/2017;18:00;134;81;0;13,9;1,73
06/02/2017;17:00;128;79;0;14,1;1,97
06/02/2017;16:00;119;81;0;13,8;1,73
06/02/2017;15:00;136;84;0;12,1;1,81
06/02/2017;14:00;131;86;0;10,7;2,27
06/02/2017;13:00;140;87;0;9,8;1,64
06/02/2017;12:00;149;87;0;8,6;1,75
06/02/2017;11:00;152;85;0,8;8,3;0,65
06/02/2017;10:00;123;84;1,1;8,1;0,85
06/02/2017;09:00;172;83;1;7,9;1,02
06/02/2017;08:00;178;82;0,8;7,7;3,43
06/02/2017;07:00;186;82;1,7;7,9;2,6
06/02/2017;06:00;181;82;0,7;8,5;1,98
06/02/2017;05:00;177;80;1,6;9;0,69
06/02/2017;04:00;265;77;0,6;9,4;1,46
06/02/2017;03:00;298;73;0,4;9,7;2,49
06/02/2017;02:00;291;72;0;9,6;4,49
06/02/2017;01:00;294;71;0,1;9,8;5,03
05/02/2017;24:00;292;72;0,3;9,6;6,59
05/02/2017;23:00;296;73;0,1;9,1;6,28
05/02/2017;22:00;297;74;2,5;8,5;7,02
05/02/2017;21:00;297;62;2,9;9,7;8,07
05/02/2017;20:00;291;59;0,3;10,4;10,67
05/02/2017;19:00;287;58;0,4;10,5;10,19
05/02/2017;18:00;287;59;0,4;10,4;10,02
05/02/2017;17:00;286;63;0,2;10;10,32
05/02/2017;16:00;290;65;0,5;9,3;11,04
05/02/2017;15:00;289;69;2,6;9;10,73
05/02/2017;14:00;277;66;0,6;9,4;6,01
05/02/2017;13:00;267;67;0,2;8,7;5,22
05/02/2017;12:00;282;64;0,8;8,9;7,7
05/02/2017;11:00;265;67;0,4;8,2;5,69
05/02/2017;10:00;271;68;1,7;7,8;6,53
05/02/2017;09:00;285;56;2,2;9,6;8,39
05/02/2017;08:00;277;51;0;10,9;4,32
05/02/2017;07:00;289;61;0;10,5;4,16
05/02/2017;06:00;276;62;0;10,7;2,79
05/02/2017;05:00;276;69;0,2;9,8;3,24
05/02/2017;04:00;294;73;0,7;10,2;6,55
05/02/2017;03:00;319;74;0;11,3;7,75
05/02/2017;02:00;279;54;0;16;3,25
05/02/2017;01:00;194;53;0;16,9;3,03
04/02/2017;24:00;195;59;0,1;16,8;2,86
04/02/2017;23:00;230;74;0,5;15,7;1,7
04/02/2017;22:00;145;88;0;12,3;0,79
04/02/2017;21:00;122;88;0,1;11,5;2,59
04/02/2017;20:00;138;87;2,1;11,4;2,56
04/02/2017;19:00;262;86;1,8;11,4;0,57
04/02/2017;18:00;124;84;1;11,5;1,74
04/02/2017;17:00;117;81;0,7;11,8;2,89
04/02/2017;16:00;126;74;0,2;12,5;2,37
04/02/2017;15:00;162;70;0,7;13,1;0,67
04/02/2017;14:00;200;66;0,2;13,5;1,34
04/02/2017;13:00;211;68;0;13,7;1,51
04/02/2017;12:00;65;78;0;13;0,64
04/02/2017;11:00;139;81;0;12,2;0,56
04/02/2017;10:00;120;82;0;11,6;1,75
04/02/2017;09:00;126;79;0,2;11,6;1,93
04/02/2017;08:00;103;75;0;11,9;0,73
04/02/2017;07:00;276;75;0,1;11,7;1,41
04/02/2017;06:00;282;73;0,6;11,8;3,56
04/02/2017;05:00;291;70;0;12,7;5,72
04/02/2017;04:00;287;83;0,6;12,3;2,38
04/02/2017;03:00;311;84;0,3;11,8;1,81
04/02/2017;02:00;309;75;0,4;12,5;6,17
04/02/2017;01:00;326;69;0;13,2;4,28
03/02/2017;24:00;216;45;0;19,2;4,2
03/02/2017;23:00;193;43;0;19;5,15
03/02/2017;22:00;179;44;0;18,5;8,89
03/02/2017;21:00;174;45;0;16,8;6,65
03/02/2017;20:00;134;42;0;15,4;3,9
03/02/2017;19:00;198;43;0;15;1,15
03/02/2017;18:00;188;39;0,1;15,7;2,86
03/02/2017;17:00;186;34;0;16,3;2,76
03/02/2017;16:00;189;33;0;16,4;2,29
03/02/2017;15:00;243;32;0;16,8;2,32
03/02/2017;14:00;205;32;0;17,2;2,74
03/02/2017;13:00;211;33;0;17;2,63
03/02/2017;12:00;195;35;0;16,6;3,05
03/02/2017;11:00;188;35;0;16,7;2,76
03/02/2017;10:00;237;40;0;16,2;2,34
03/02/2017;09:00;249;44;0;15,7;3,87
03/02/2017;08:00;187;46;0;15,3;3,76
03/02/2017;07:00;174;45;0;15,1;6,76
03/02/2017;06:00;177;44;0;15,2;8,23
03/02/2017;05:00;175;44;0,1;14,8;8,91
03/02/2017;04:00;180;44;0,3;14,5;8,33
03/02/2017;03:00;169;45;0;14,1;5,21
03/02/2017;02:00;178;46;0;13,5;6,5
03/02/2017;01:00;177;46;0;13;6,31
02/02/2017;24:00;176;45;0;12,9;5,74
02/02/2017;23:00;184;44;0;12,7;4,48
02/02/2017;22:00;184;43;0;13;3,29
