Date;Hour;Benceno (µg/m3);M-P-XILENO (µg/m3);Tolueno (µg/m3);D.vien (grados);V.vien (m/s)
19/03/2017;05:00;0,95;0,7;2,48;122;0,42
19/03/2017;04:00;0,8;0,69;2,4;112;0,39
19/03/2017;03:00;0,86;0,76;2,4;111;0,41
19/03/2017;02:00;0,97;0,85;2,35;110;0,43
19/03/2017;01:00;0,78;0,72;1,8;130;0,46
18/03/2017;24:00;0,53;0,58;1,47;;
18/03/2017;23:00;0,86;0,81;2,09;144;0,4
18/03/2017;22:00;1,06;0,63;1,73;147;0,4
18/03/2017;21:00;0,99;0,45;1,35;149;0,4
18/03/2017;20:00;0,62;0,17;0,43;141;0,35
18/03/2017;19:00;1,04;0,22;0,44;335;0,25
18/03/2017;18:00;1,3;0,16;0,49;330;0,94
18/03/2017;17:00;0,34;0,07;0,2;32;0,78
18/03/2017;16:00;0,54;0,14;0,4;18;0,89
18/03/2017;15:00;0,55;0,04;0,18;15;1,48
18/03/2017;14:00;0,8;0,2;0,3;2;1,8
18/03/2017;13:00;0,56;0,16;0,31;328;0,79
18/03/2017;12:00;0,61;0,22;0,6;19;1,43
18/03/2017;11:00;0,8;0,2;0,54;8;0,64
18/03/2017;10:00;0,62;0,13;0,43;304;0,08
18/03/2017;09:00;0,5;0,2;0,36;225;0,26
18/03/2017;08:00;0,48;0,22;0,46;208;0,23
18/03/2017;07:00;0,5;0,2;0,56;119;0,23
18/03/2017;06:00;0,45;0,07;0,24;119;0,35
18/03/2017;05:00;0,67;0,2;0,4;99;0,12
18/03/2017;04:00;0,72;0,23;0,59;344;0,04
18/03/2017;03:00;1,18;0,5;2;136;0,23
18/03/2017;02:00;0,57;0,17;0,4;222;0,05
18/03/2017;01:00;0,6;0,18;0,52;184;0,45
17/03/2017;24:00;0,55;0,2;0,37;;
17/03/2017;23:00;0,72;0,19;0,51;158;0,38
17/03/2017;22:00;1,2;0,24;0,71;137;0,16
17/03/2017;21:00;0,86;0,24;0,55;334;1,02
17/03/2017;20:00;0,67;0,22;0,6;357;0,67
17/03/2017;19:00;0,61;0,37;1,03;358;1,02
17/03/2017;18:00;0,73;0,25;1;45;0,38
17/03/2017;17:00;1,27;0,24;2,73;338;0,57
17/03/2017;16:00;0,92;0,11;3,42;332;2,94
17/03/2017;15:00;0,81;0,14;2,1;331;2,37
17/03/2017;14:00;1,07;0,23;0,85;334;2,17
17/03/2017;13:00;1,2;0,12;1,12;331;3,11
17/03/2017;12:00;1,74;0,21;5,45;330;3,06
17/03/2017;11:00;1,02;0,26;4,98;334;2,69
17/03/2017;10:00;0,88;0,41;0,99;302;0,79
17/03/2017;09:00;1,52;1,65;3,49;216;0,16
17/03/2017;08:00;1,76;1,22;3,16;129;0,38
17/03/2017;07:00;1,66;0,42;1,28;132;0,37
17/03/2017;06:00;1,82;0,52;1,51;210;0,43
17/03/2017;05:00;2,08;0,59;2,1;210;0,52
17/03/2017;04:00;2,26;0,54;1,83;162;0,37
17/03/2017;03:00;2,38;0,5;1,59;130;0,18
17/03/2017;02:00;2,39;0,49;1,38;109;0,39
17/03/2017;01:00;1,94;0,61;1,88;23;0,29
16/03/2017;24:00;2,34;0,68;2,51;;
16/03/2017;23:00;2,8;0,85;2,72;322;0,87
16/03/2017;22:00;1,95;0,79;2,31;331;0,21
16/03/2017;21:00;2,83;0,82;2,6;151;0,17
16/03/2017;20:00;1,09;0,69;1,87;323;0,62
16/03/2017;19:00;0,61;0,5;1,13;102;0,32
16/03/2017;18:00;0,49;0,39;0,91;152;0,85
16/03/2017;17:00;0,41;0,28;0,56;129;1,36
16/03/2017;16:00;0,43;0,26;0,42;151;1,44
16/03/2017;15:00;0,41;0,2;0,34;152;1,67
16/03/2017;14:00;0,41;0,2;0,34;160;1,45
16/03/2017;13:00;0,34;0,15;0,3;190;1,23
16/03/2017;12:00;0,6;0,33;1,11;268;0,16
16/03/2017;11:00;0,41;0,18;0,35;340;0,34
16/03/2017;10:00;0,32;0,12;0,42;165;1,95
16/03/2017;09:00;0,59;0,54;1,57;155;1,37
16/03/2017;08:00;0,74;0,56;1,69;37;0,34
16/03/2017;07:00;0,63;0,41;0,96;72;0,99
16/03/2017;06:00;0,91;0,5;1,46;98;1,29
16/03/2017;05:00;1,32;0,98;2,64;127;1,87
16/03/2017;04:00;1,07;1,28;3,43;124;2,02
16/03/2017;03:00;1,14;1;3,64;126;1,52
16/03/2017;02:00;1,34;1,31;4,71;120;0,57
16/03/2017;01:00;1,29;1,82;6,51;112;0,7
15/03/2017;24:00;1,16;1,16;6,12;;
15/03/2017;23:00;1,34;1;3,08;123;0,4
15/03/2017;22:00;1,56;0,89;2,56;138;0,41
15/03/2017;21:00;1,36;0,47;1,51;142;0,4
15/03/2017;20:00;0,77;0,31;0,88;134;0,4
15/03/2017;19:00;0,74;0,46;1,17;248;0,48
15/03/2017;18:00;1,58;0,95;3,28;266;0,55
15/03/2017;17:00;1,5;0,72;1,86;307;0,8
15/03/2017;16:00;0,5;0,14;0,35;320;0,62
15/03/2017;15:00;0,38;0,08;0,23;7;1,83
15/03/2017;14:00;0,35;0,18;0,29;12;2,02
15/03/2017;13:00;0,6;0,6;1,33;11;2,08
15/03/2017;12:00;0,63;0,73;3,51;73;1,72
15/03/2017;11:00;0,92;1,17;4,42;77;1,06
15/03/2017;10:00;0,73;0,56;1,87;80;0,6
15/03/2017;09:00;1,18;2,3;3,9;97;0,36
15/03/2017;08:00;1,23;0,99;2,67;160;0,34
15/03/2017;07:00;0,78;0,33;1,04;140;0,38
15/03/2017;06:00;0,57;0,24;0,52;135;0,31
15/03/2017;05:00;0,65;0,22;0,52;141;0,36
15/03/2017;04:00;0,58;0,15;0,41;140;0,17
15/03/2017;03:00;0,49;0,16;0,48;142;0,3
15/03/2017;02:00;0,42;0,07;0,3;116;0,29
15/03/2017;01:00;0,45;0,04;0,26;275;0,09
14/03/2017;24:00;0,54;0,12;0,39;151;0,15
14/03/2017;23:00;0,63;0,2;0,52;353;0,09
14/03/2017;22:00;0,83;0,33;0,93;90;0,2
14/03/2017;21:00;0,85;0,3;1,04;132;0,33
14/03/2017;20:00;0,71;0,22;0,44;36;0,24
14/03/2017;19:00;1,16;0,21;0,61;346;0,81
14/03/2017;18:00;1,08;0,19;0,57;328;1,58
14/03/2017;17:00;0,6;0,12;0,29;349;0,82
14/03/2017;16:00;0,55;0,2;0,37;360;1,4
14/03/2017;15:00;0,81;0,24;0,44;27;1,77
14/03/2017;14:00;0,97;0,24;0,48;342;1,6
14/03/2017;13:00;0,81;0,2;0,43;328;2,69
14/03/2017;12:00;0,85;0,22;0,49;330;2,09
14/03/2017;11:00;0,89;0,29;0,59;327;2,61
14/03/2017;10:00;0,55;0,21;0,59;344;0,64
14/03/2017;09:00;0,42;0,15;0,3;18;0,67
14/03/2017;08:00;0,48;0,29;0,55;17;0,65
14/03/2017;07:00;0,84;0,74;1,79;354;0,89
14/03/2017;06:00;0,8;0,21;0,42;343;0,88
14/03/2017;05:00;0,99;0,34;0,65;328;2,45
14/03/2017;04:00;1,85;0,84;1,64;333;2,91
14/03/2017;03:00;2,01;0,97;1,74;337;2,62
14/03/2017;02:00;1,43;0,46;1,01;332;3,21
14/03/2017;01:00;1,51;0,26;0,98;331;3,22
13/03/2017;24:00;1,18;0,22;0,62;;
13/03/2017;23:00;1,13;0,22;0,43;342;1,9
13/03/2017;22:00;1,54;0,24;0,62;334;2,63
13/03/2017;21:00;1,49;0,32;0,7;329;3,88
13/03/2017;20:00;1,9;0,62;1,21;327;3,8
13/03/2017;19:00;1,51;0,34;0,7;330;3,81
13/03/2017;18:00;1,27;0,24;0,69;328;4,13
13/03/2017;17:00;2,54;2,22;3,03;330;3,57
13/03/2017;16:00;2,77;1,59;3,21;327;3,16
13/03/2017;15:00;1,79;0,89;2,3;316;2,63
13/03/2017;14:00;2,49;1,31;2,28;316;2,61
13/03/2017;13:00;1,36;0,62;1,22;304;1,82
13/03/2017;12:00;1,58;0,75;1,19;323;3,75
13/03/2017;11:00;1,89;1,05;1,75;322;3,88
13/03/2017;10:00;2,13;0,75;1,61;324;3,99
13/03/2017;09:00;2;0,56;1,3;325;5,11
13/03/2017;08:00;2,71;3,26;9,03;328;5,05
13/03/2017;07:00;1,97;0,55;1,14;326;4,63
13/03/2017;06:00;2,07;0,41;0,84;326;5,07
13/03/2017;05:00;2,22;0,52;1,18;327;5,3
13/03/2017;04:00;2,27;0,58;1,27;325;5,06
13/03/2017;03:00;2,04;0,8;1,54;322;4,81
13/03/2017;02:00;1,6;0,53;1,08;324;4,51
13/03/2017;01:00;2,04;1,05;1,77;319;4,4
12/03/2017;24:00;2,47;1,24;2,18;;
12/03/2017;23:00;2,12;0,99;1,85;322;5,02
12/03/2017;22:00;1,64;0,63;1,5;322;4,5
12/03/2017;21:00;0,9;0,34;0,95;308;2,98
12/03/2017;20:00;2,22;0,76;1,77;295;3,02
12/03/2017;19:00;1,67;0,54;1,28;322;3,81
12/03/2017;18:00;0,92;0,32;0,68;310;3,9
12/03/2017;17:00;0,9;0,31;0,88;296;3,44
12/03/2017;16:00;0,84;0,27;0,79;290;3,25
12/03/2017;15:00;0,7;0,23;0,67;289;3,12
12/03/2017;14:00;0,66;0,19;0,62;282;3,71
12/03/2017;13:00;0,58;0,22;0,52;284;3,57
12/03/2017;12:00;0,56;0,22;0,56;283;2,59
12/03/2017;11:00;0,5;0,08;0,24;276;3,69
12/03/2017;10:00;0,5;0,05;0,21;243;1,95
12/03/2017;09:00;0,41;0,04;0,18;243;0,84
12/03/2017;08:00;0,43;0,07;0,24;246;0,47
12/03/2017;07:00;0,58;0,04;0,18;257;0,7
12/03/2017;06:00;0,68;0,1;0,26;278;1,94
12/03/2017;05:00;0,44;0,12;0,26;283;2,28
12/03/2017;04:00;0,51;0,18;0,27;276;2,98
12/03/2017;03:00;0,72;0,16;0,24;275;2,88
12/03/2017;02:00;0,5;0,16;0,35;274;2,96
12/03/2017;01:00;0,62;0,22;0,52;275;2,8
11/03/2017;24:00;0,65;0,19;0,78;;
11/03/2017;23:00;0,76;0,25;0,74;283;2,9
11/03/2017;22:00;0,72;0,21;0,57;280;2,64
11/03/2017;21:00;0,7;0,22;0,58;277;2,38
11/03/2017;20:00;1,64;0,55;1,27;283;2,15
11/03/2017;19:00;1,77;0,41;1,05;319;1,75
11/03/2017;18:00;1,48;0,33;0,78;327;3,97
11/03/2017;17:00;0,76;0,31;0,54;330;2,97
11/03/2017;16:00;1,31;0,61;1,11;318;1,58
11/03/2017;15:00;2,11;0,73;1,55;329;3,46
11/03/2017;14:00;1,48;0,54;1,51;326;3,46
11/03/2017;13:00;2,32;0,98;2,74;293;2,75
11/03/2017;12:00;2,25;1,13;3,89;322;3,67
11/03/2017;11:00;2,22;1,75;4,84;17;0,49
11/03/2017;10:00;1,67;1,37;4,31;297;0,11
11/03/2017;09:00;1,1;1,62;5,33;116;0,77
11/03/2017;08:00;1,48;1,92;5,11;115;0,94
11/03/2017;07:00;2,17;2,18;4,81;107;1,56
11/03/2017;06:00;2,98;2,7;5,12;121;0,56
11/03/2017;05:00;2,34;1,89;3,92;89;0,21
11/03/2017;04:00;2,42;1,99;4,22;45;0,34
11/03/2017;03:00;1,99;1,62;4,99;337;0,59
11/03/2017;02:00;1,89;1,82;5,21;123;0,62
11/03/2017;01:00;1,94;2,44;6,9;95;1,12
10/03/2017;24:00;1,95;4,03;10,09;;
10/03/2017;23:00;2,24;4,91;11,97;107;0,67
10/03/2017;22:00;2,39;4,78;9,73;114;0,65
10/03/2017;21:00;2,6;4,99;8,77;128;0,46
10/03/2017;20:00;2,88;5,58;8,72;139;0,46
10/03/2017;19:00;3,23;5,71;8,43;136;0,43
10/03/2017;18:00;1,91;2,27;3,77;156;0,23
10/03/2017;17:00;2,08;1,2;2,32;334;0,36
10/03/2017;16:00;2,45;1,98;2,99;329;0,85
10/03/2017;15:00;2,99;3,35;4,41;326;1,94
10/03/2017;14:00;3,46;3,83;5,35;327;2,01
10/03/2017;13:00;3,18;6,02;7,24;327;1,13
10/03/2017;12:00;1,86;4,74;5,97;81;0,72
10/03/2017;11:00;3,11;5,89;8,46;90;0,53
10/03/2017;10:00;3,44;2,05;7,1;98;0,43
10/03/2017;09:00;1,65;2;5,92;98;0,36
10/03/2017;08:00;2,07;2,23;5,36;104;0,4
10/03/2017;07:00;1,65;1,23;4,2;86;0,37
10/03/2017;06:00;1,46;1,44;4,31;104;0,44
10/03/2017;05:00;1,47;1,41;4,24;101;0,45
10/03/2017;04:00;1,26;1,36;4,53;103;0,55
10/03/2017;03:00;1,22;1,59;4,97;107;0,46
10/03/2017;02:00;1,21;2,06;5,83;107;0,45
10/03/2017;01:00;1,02;2,15;6,7;122;0,39
09/03/2017;24:00;0,96;1,18;3,57;;
09/03/2017;23:00;0,84;0,75;1,89;136;0,43
09/03/2017;22:00;1,13;0,75;2,28;129;0,46
09/03/2017;21:00;0,97;0,49;1,57;137;0,46
09/03/2017;20:00;0,86;0,43;1,16;65;0,15
09/03/2017;19:00;1,3;0,45;1,45;341;0,4
09/03/2017;18:00;1,1;0,58;2,53;335;0,46
09/03/2017;17:00;0,95;0,46;1,41;317;0,96
09/03/2017;16:00;0,61;0,26;0,73;295;1,38
09/03/2017;15:00;1,31;0,78;1,65;319;2,36
09/03/2017;14:00;1,35;0,86;1,73;325;2,62
09/03/2017;13:00;1,31;0,99;2,66;327;2,5
09/03/2017;12:00;0,84;1,12;2,97;42;0,66
09/03/2017;11:00;1,51;1,2;3,7;82;1,57
09/03/2017;10:00;0,8;0,66;2,01;111;1,41
09/03/2017;09:00;0,74;0,66;1,91;127;0,75
09/03/2017;08:00;0,7;0,59;1,77;109;0,33
09/03/2017;07:00;0,62;0,5;1,32;131;0,43
09/03/2017;06:00;0,53;0,37;1,14;86;0,41
09/03/2017;05:00;0,55;0,35;0,96;82;0,4
09/03/2017;04:00;0,6;0,38;0,92;137;0,4
09/03/2017;03:00;0,61;0,38;1,1;146;0,42
09/03/2017;02:00;0,53;0,43;1,03;147;0,43
09/03/2017;01:00;0,63;0,4;1,14;139;0,45
08/03/2017;24:00;0,55;0,36;1,07;;
08/03/2017;23:00;0,53;0,35;0,75;106;0,57
08/03/2017;22:00;0,69;0,49;1,25;117;0,54
08/03/2017;21:00;0,67;0,37;1,05;105;0,42
08/03/2017;20:00;0,55;0,25;0,55;170;0,26
08/03/2017;19:00;0,53;0,63;0,97;81;0,09
08/03/2017;18:00;0,81;2,74;4,05;20;0,5
08/03/2017;17:00;0,32;0,16;0,28;14;0,52
08/03/2017;16:00;0,94;0,46;0,87;15;0,86
08/03/2017;15:00;1,26;0,68;1,28;340;1,82
08/03/2017;14:00;0,91;0,43;0,61;346;1,78
08/03/2017;13:00;1,3;0,79;1,92;334;2,04
08/03/2017;12:00;0,92;0,78;2,27;329;1,91
08/03/2017;11:00;1,15;1,31;3,95;14;0,22
08/03/2017;10:00;1,72;2,23;5,83;99;0,72
08/03/2017;09:00;1,86;2,19;6,47;105;0,38
08/03/2017;08:00;0,96;0,63;2,05;142;0,44
08/03/2017;07:00;0,58;0,28;0,94;137;0,45
08/03/2017;06:00;0,42;0,18;0,35;141;0,44
08/03/2017;05:00;0,43;0,16;0,29;133;0,44
08/03/2017;04:00;0,58;0,22;0,34;115;0,1
08/03/2017;03:00;0,71;0,15;0,51;334;0,09
08/03/2017;02:00;0,54;0,21;0,63;268;1,31
08/03/2017;01:00;0,48;0,18;0,72;271;1,27
07/03/2017;24:00;0,57;0,19;0,57;;
07/03/2017;23:00;0,67;0,23;0,55;279;2
07/03/2017;22:00;0,9;0,3;0,7;274;2,21
07/03/2017;21:00;0,91;0,38;0,81;278;2,1
07/03/2017;20:00;0,75;0,43;0,92;279;2,11
07/03/2017;19:00;0,52;0,4;1,17;282;2,22
07/03/2017;18:00;0,25;0,43;1,85;276;2,34
07/03/2017;17:00;0,66;1,4;1,67;276;3,04
07/03/2017;16:00;0,53;0,57;1,52;283;2,73
07/03/2017;15:00;1,33;0,94;1,86;289;2,6
07/03/2017;14:00;1,24;1,02;2,15;311;2,72
07/03/2017;13:00;1,18;2,24;3,82;286;2,45
07/03/2017;12:00;1,3;1,41;3,11;296;2,21
07/03/2017;11:00;0,78;0,64;1,73;289;2,4
07/03/2017;10:00;0,9;0,81;2,32;265;2,34
07/03/2017;09:00;0,96;1,09;3,79;216;0,85
07/03/2017;08:00;1,18;0,73;3,03;179;0,17
07/03/2017;07:00;0,57;0,22;0,84;139;0,37
07/03/2017;06:00;0,53;0,07;0,34;150;0,47
07/03/2017;05:00;0,6;0,07;0,21;168;0,38
07/03/2017;04:00;0,4;0,07;0,26;206;0,45
07/03/2017;03:00;0,46;0,04;0,11;217;0,49
07/03/2017;02:00;0,36;0,04;0,21;226;0,63
07/03/2017;01:00;0,27;0,04;0,09;247;0,69
06/03/2017;24:00;0,27;0,04;0,16;;
06/03/2017;23:00;0,55;0,14;0,37;252;0,97
06/03/2017;22:00;0,6;0,22;0,69;256;1,58
06/03/2017;21:00;0,59;0,16;0,65;262;1,49
06/03/2017;20:00;0,78;0,24;0,83;259;1,65
06/03/2017;19:00;0,93;0,25;0,78;274;1,98
06/03/2017;18:00;0,75;0,49;1,11;281;1,81
06/03/2017;17:00;0,7;0,38;1,02;286;1,56
06/03/2017;16:00;0,76;0,37;1,32;282;2,31
06/03/2017;15:00;0,62;0,26;1,03;294;2,58
06/03/2017;14:00;0,65;0,46;1,36;276;2,76
06/03/2017;13:00;0,59;0,28;1,19;284;3,23
06/03/2017;12:00;0,81;0,34;1,2;274;3,53
06/03/2017;11:00;0,96;0,42;1,17;283;3,37
06/03/2017;10:00;0,74;0,49;1,48;280;3,67
06/03/2017;09:00;1,1;0,29;1,22;283;4,1
06/03/2017;08:00;1,88;0,38;1,28;283;2,24
06/03/2017;07:00;0,41;0,04;0,18;263;0,67
06/03/2017;06:00;0,39;0,04;0,18;230;1,67
06/03/2017;05:00;0,41;0,04;0,21;224;2,02
06/03/2017;04:00;0,41;0,04;0,27;207;1,36
06/03/2017;03:00;0,41;0,04;0,37;214;2,52
06/03/2017;02:00;0,41;0,04;0,36;197;2,52
06/03/2017;01:00;0,42;0,13;0,33;194;2,72
05/03/2017;24:00;0,66;0,29;0,89;;
05/03/2017;23:00;0,89;0,38;1,47;139;0,54
05/03/2017;22:00;0,84;0,29;0,92;129;0,35
05/03/2017;21:00;0,96;0,28;0,9;114;0,4
05/03/2017;20:00;0,98;0,23;0,73;120;0,28
05/03/2017;19:00;1,05;0,16;0,44;82;0,54
05/03/2017;18:00;0,58;0,04;0,18;97;0,62
05/03/2017;17:00;0,51;0,07;0,24;19;0,35
05/03/2017;16:00;0,83;0,22;0,37;360;0,54
05/03/2017;15:00;0,82;0,21;0,38;328;2,13
05/03/2017;14:00;0,96;0,3;0,47;335;2,46
05/03/2017;13:00;0,47;0,06;0,18;307;1,14
05/03/2017;12:00;0,52;0,04;0,24;216;2,67
05/03/2017;11:00;0,41;0,04;0,14;247;2
05/03/2017;10:00;0,59;0,13;0,57;229;2,84
05/03/2017;09:00;0,48;0,05;0,27;222;2,43
05/03/2017;08:00;0,32;0,05;0,18;229;3,24
05/03/2017;07:00;0,45;0,06;0,18;221;3,42
05/03/2017;06:00;0,48;0,05;0,16;208;2,66
05/03/2017;05:00;0,62;0,04;0,18;202;2,81
05/03/2017;04:00;0,39;0,05;0,1;198;3,82
05/03/2017;03:00;0,4;0,04;0,11;191;4,08
05/03/2017;02:00;0,81;0,35;0,81;197;1,89
05/03/2017;01:00;0,82;0,48;1,89;185;0,59
04/03/2017;24:00;1,45;0,78;2,7;;
04/03/2017;23:00;1,19;0,52;1,85;118;0,37
04/03/2017;22:00;1,4;0,68;2,24;151;0,29
04/03/2017;21:00;1,66;0,34;1,34;135;0,29
04/03/2017;20:00;1,54;0,18;0,66;155;0,21
04/03/2017;19:00;0,84;0,22;0,5;242;0,79
04/03/2017;18:00;0,99;0,25;0,59;284;1,75
04/03/2017;17:00;0,6;0,22;0,47;277;2,87
04/03/2017;16:00;0,47;0,24;0,33;283;2,34
04/03/2017;15:00;0,59;0,18;0,4;272;2,88
04/03/2017;14:00;0,48;0,18;0,24;265;2,9
04/03/2017;13:00;0,69;0,53;1,04;259;2,77
04/03/2017;12:00;0,4;0,04;0,14;281;2,3
04/03/2017;11:00;0,68;0,13;0,43;219;3,2
04/03/2017;10:00;0,6;0,07;0,22;261;2,86
04/03/2017;09:00;0,6;0,04;0,26;229;2,46
04/03/2017;08:00;0,57;0,04;0,18;229;2,32
04/03/2017;07:00;0,57;0,04;0,18;226;2,31
04/03/2017;06:00;0,57;0,04;0,18;225;2,29
04/03/2017;05:00;0,57;0,04;0,19;224;1,09
04/03/2017;04:00;0,57;0,04;0,2;229;0,64
04/03/2017;03:00;0,57;0,04;0,26;249;1,03
04/03/2017;02:00;0,54;0,04;0,19;266;2,44
04/03/2017;01:00;0,55;0,05;0,39;269;2,61
03/03/2017;24:00;0,62;0,12;0,45;;
03/03/2017;23:00;0,69;0,17;0,41;252;2,26
03/03/2017;22:00;0,65;0,22;0,55;262;2,26
03/03/2017;21:00;0,43;0,13;0,37;265;1,67
03/03/2017;20:00;0,78;0,26;0,71;252;1,65
03/03/2017;19:00;0,93;0,41;0,99;266;1,27
03/03/2017;18:00;1,04;0,54;1,51;283;2,22
03/03/2017;17:00;1,86;0,73;1,99;284;2,02
03/03/2017;16:00;2,18;0,39;1,18;310;2,4
03/03/2017;15:00;0,97;0,17;0,35;325;4,89
03/03/2017;14:00;0,29;0,04;0,22;316;2,48
03/03/2017;13:00;0,25;0,09;0,3;216;2,11
03/03/2017;12:00;0,29;0,12;0,48;188;2,46
03/03/2017;11:00;0,4;0,42;1,01;156;1,67
03/03/2017;10:00;0,62;0,7;2,35;121;2,03
03/03/2017;09:00;0,45;0,2;0,46;139;2,24
03/03/2017;08:00;0,42;0,34;0,89;155;3,01
03/03/2017;07:00;0,37;0,1;0,21;153;2,13
03/03/2017;06:00;0,27;0,06;0,18;188;1,39
03/03/2017;05:00;0,4;0,12;0,27;179;4,1
03/03/2017;04:00;0,41;0,16;0,29;186;4,05
03/03/2017;03:00;0,46;0,2;0,35;182;2,87
03/03/2017;02:00;0,43;0,17;0,32;179;0,62
03/03/2017;01:00;0,48;0,17;0,33;156;1,61
02/03/2017;24:00;0,48;0,22;0,37;;
02/03/2017;23:00;0,35;0,08;0,31;186;3,54
02/03/2017;22:00;0,28;0,17;0,66;182;2,02
02/03/2017;21:00;0,38;0,16;0,64;167;1,81
02/03/2017;20:00;0,82;0,49;1,97;163;1,13
02/03/2017;19:00;1,6;0,82;3,69;157;0,85
02/03/2017;18:00;3,01;0,94;5,4;200;0,6
02/03/2017;17:00;3,31;0,98;5,29;327;0,22
02/03/2017;16:00;3,61;1,18;6,88;326;0,37
02/03/2017;15:00;3,1;1,06;5,65;322;0,5
02/03/2017;14:00;0,27;0,36;1,95;228;0,63
02/03/2017;13:00;0,43;0,43;1,11;187;1,65
02/03/2017;12:00;2,38;4,09;9,46;192;0,77
02/03/2017;11:00;3,07;3,76;11,71;89;0,7
02/03/2017;10:00;2,43;2,81;8,76;99;0,5
02/03/2017;09:00;1,83;1,72;6,02;102;0,39
02/03/2017;08:00;1,29;0,9;4,19;99;0,39
02/03/2017;07:00;1,54;1,01;3,81;102;0,35
02/03/2017;06:00;1,03;0,83;3,46;101;0,22
02/03/2017;05:00;1,21;0,96;3,9;123;0,29
02/03/2017;04:00;1,15;1,12;4,01;118;0,37
02/03/2017;03:00;1,1;1,24;4,47;110;0,39
02/03/2017;02:00;1,99;1,75;3,29;108;0,36
02/03/2017;01:00;3,09;2,78;4,82;119;0,35
01/03/2017;24:00;1,67;0,99;2,44;;
01/03/2017;23:00;0,96;1,22;1,5;196;0,23
01/03/2017;22:00;1,68;5,56;3,17;144;0,41
01/03/2017;21:00;0,6;0,61;1,22;136;0,32
01/03/2017;20:00;0,76;0,59;0,91;145;0,4
01/03/2017;19:00;0,77;0,36;0,72;147;0,45
01/03/2017;18:00;0,72;0,24;0,3;303;0,14
01/03/2017;17:00;1,15;0,67;0,93;324;1,11
01/03/2017;16:00;1,1;0,45;1,35;309;1,08
01/03/2017;15:00;0,25;0,05;0,11;245;1,39
01/03/2017;14:00;0,53;0,06;0,25;196;2,49
01/03/2017;13:00;0,72;0,06;0,36;196;2,72
01/03/2017;12:00;0,41;0,04;0,09;185;4,12
01/03/2017;11:00;0,41;0,05;0,15;186;4,72
01/03/2017;10:00;0,31;0,05;0,16;193;4,31
01/03/2017;09:00;0,46;0,07;0,25;189;3,37
01/03/2017;08:00;0,57;0,04;0,17;178;1,96
01/03/2017;07:00;0,57;0,04;0,18;197;1,94
01/03/2017;06:00;0,57;0,04;0,29;168;0,91
01/03/2017;05:00;0,57;0,04;0,21;158;1,19
01/03/2017;04:00;0,57;0,04;0,18;173;1,71
01/03/2017;03:00;0,57;0,04;0,18;222;1,97
01/03/2017;02:00;0,57;0,04;0,18;219;2,24
01/03/2017;01:00;0,57;0,04;0,18;227;2,16
28/02/2017;24:00;0,57;0,04;0,18;;
28/02/2017;23:00;0,57;0,04;0,18;241;1,43
28/02/2017;22:00;0,6;0,04;0,18;227;1,86
28/02/2017;21:00;0,53;0,04;0,18;225;1,94
28/02/2017;20:00;0,62;0,11;0,3;239;0,86
28/02/2017;19:00;0,71;0,23;0,4;242;1,84
28/02/2017;18:00;0,45;0,13;0,3;258;2,42
28/02/2017;17:00;0,52;0,22;0,45;260;1,81
28/02/2017;16:00;0,76;0,26;0,83;269;1,8
28/02/2017;15:00;0,77;0,3;1,03;280;2,55
28/02/2017;14:00;0,89;0,52;1,3;274;3,6
28/02/2017;13:00;1,53;0,65;2,03;272;3,7
28/02/2017;12:00;1;0,41;1,4;292;3,14
28/02/2017;11:00;0,88;0,85;2,88;268;1,49
28/02/2017;10:00;0,67;0,39;1,27;266;0,87
28/02/2017;09:00;0,56;0,15;0,6;228;1,22
28/02/2017;08:00;0,41;0,04;0,18;244;2,06
28/02/2017;07:00;0,37;0,04;0,16;224;2,33
28/02/2017;06:00;0,25;0,04;0,09;237;2,25
28/02/2017;05:00;0,25;0,04;0,09;228;1,69
28/02/2017;04:00;0,58;0,48;1,79;248;0,81
28/02/2017;03:00;0,64;0,53;1,97;79;0,09
28/02/2017;02:00;0,63;0,28;0,75;137;0,43
28/02/2017;01:00;0,71;0,22;0,62;135;0,69
27/02/2017;24:00;0,65;0,21;0,52;;
27/02/2017;23:00;0,59;0,16;0,31;238;0,45
27/02/2017;22:00;0,68;0,19;0,45;250;0,48
27/02/2017;21:00;0,9;0,25;0,71;261;0,7
27/02/2017;20:00;0,99;0,41;1,25;270;1,49
27/02/2017;19:00;0,92;0,31;0,89;279;1,44
27/02/2017;18:00;1,63;0,37;1;276;1,28
27/02/2017;17:00;1,17;0,22;0,35;327;2,54
27/02/2017;16:00;1,16;0,17;0,51;329;3,49
27/02/2017;15:00;0,31;0,05;0,11;267;3,01
27/02/2017;14:00;0,37;0,04;0,16;213;4,31
27/02/2017;13:00;0,4;0,04;0,18;186;4,54
27/02/2017;12:00;0,26;0,04;0,09;187;4,44
27/02/2017;11:00;0,29;0,04;0,09;187;5,35
27/02/2017;10:00;0,31;0,04;0,1;184;5,12
27/02/2017;09:00;0,34;0,06;0,15;188;4,68
27/02/2017;08:00;0,74;0,38;0,91;194;2,95
27/02/2017;07:00;0,49;0,22;0,77;208;2,14
27/02/2017;06:00;0,32;0,04;0,12;217;1,58
27/02/2017;05:00;0,48;0,08;0,33;217;2,91
27/02/2017;04:00;1,06;0,55;1,79;193;1,56
27/02/2017;03:00;0,56;0,56;1,94;118;0,57
