Date;Hour;CO (mg/m3);CO - ICA;CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA
10/02/2017;15:00;0,32;"Muy buena / ";0,76;21;45;Muy buena / Oso ona;77;22;Muy buena / Oso ona;9;Muy buena / Oso ona
10/02/2017;14:00;0,32;"Muy buena / ";0,75;23;43;Muy buena / Oso ona;78;17;Muy buena / Oso ona;7;Muy buena / Oso ona
10/02/2017;13:00;0,3;"Muy buena / ";0,72;31;44;Muy buena / Oso ona;92;3;Muy buena / Oso ona;0;Muy buena / Oso ona
10/02/2017;12:00;0,31;"Muy buena / ";0,7;29;47;Muy buena / Oso ona;91;8;Muy buena / Oso ona;2;Muy buena / Oso ona
10/02/2017;11:00;0,25;"Muy buena / ";0,68;24;42;Muy buena / Oso ona;79;30;Muy buena / Oso ona;8;Muy buena / Oso ona
10/02/2017;10:00;0,81;"Muy buena / ";0,64;118;96;Muy buena / Oso ona;277;52;Buena / Ona;11;Muy buena / Oso ona
10/02/2017;09:00;1,75;"Muy buena / ";0,51;394;147;Mejorable / Hobetzeko modukoa;751;41;Buena / Ona;16;Muy buena / Oso ona
10/02/2017;08:00;1,65;"Muy buena / ";0,34;331;130;Buena / Ona;637;24;Muy buena / Oso ona;12;Muy buena / Oso ona
10/02/2017;07:00;0,64;"Muy buena / ";0,21;140;82;Muy buena / Oso ona;297;4;Muy buena / Oso ona;3;Muy buena / Oso ona
10/02/2017;06:00;0,16;"Muy buena / ";0,22;5;25;Muy buena / Oso ona;33;4;Muy buena / Oso ona;2;Muy buena / Oso ona
10/02/2017;05:00;0,11;"Muy buena / ";0,25;1;9;Muy buena / Oso ona;11;2;Muy buena / Oso ona;;Sin datos / Daturik gabe
10/02/2017;04:00;0,11;"Muy buena / ";0,29;1;11;Muy buena / Oso ona;14;6;Muy buena / Oso ona;3;Muy buena / Oso ona
10/02/2017;03:00;0,13;"Muy buena / ";0,34;2;21;Muy buena / Oso ona;24;10;Muy buena / Oso ona;;Sin datos / Daturik gabe
10/02/2017;02:00;0,2;"Muy buena / ";0,37;4;35;Muy buena / Oso ona;42;13;Muy buena / Oso ona;;Sin datos / Daturik gabe
10/02/2017;01:00;0,31;"Muy buena / ";0,39;9;44;Muy buena / Oso ona;57;16;Muy buena / Oso ona;9;Muy buena / Oso ona
09/02/2017;24:00;0,38;"Muy buena / ";0,38;14;48;Muy buena / Oso ona;70;;Sin datos / Daturik gabe;10;Muy buena / Oso ona
09/02/2017;23:00;0,3;"Muy buena / ";0,37;6;42;Muy buena / Oso ona;51;12;Muy buena / Oso ona;9;Muy buena / Oso ona
09/02/2017;22:00;0,33;"Muy buena / ";0,35;12;50;Muy buena / Oso ona;68;17;Muy buena / Oso ona;7;Muy buena / Oso ona
09/02/2017;21:00;0,4;"Muy buena / ";0,34;23;66;Muy buena / Oso ona;102;16;Muy buena / Oso ona;6;Muy buena / Oso ona
09/02/2017;20:00;0,49;"Muy buena / ";0,33;38;77;Muy buena / Oso ona;136;17;Muy buena / Oso ona;5;Muy buena / Oso ona
09/02/2017;19:00;0,44;"Muy buena / ";0,3;34;70;Muy buena / Oso ona;122;22;Muy buena / Oso ona;6;Muy buena / Oso ona
09/02/2017;18:00;0,42;"Muy buena / ";0,31;30;56;Muy buena / Oso ona;102;32;Muy buena / Oso ona;16;Muy buena / Oso ona
09/02/2017;17:00;0,37;"Muy buena / ";0,3;28;49;Muy buena / Oso ona;91;24;Muy buena / Oso ona;9;Muy buena / Oso ona
09/02/2017;16:00;0,22;"Muy buena / ";0,32;10;17;Muy buena / Oso ona;33;22;Muy buena / Oso ona;4;Muy buena / Oso ona
09/02/2017;15:00;0,22;"Muy buena / ";0,36;9;16;Muy buena / Oso ona;30;19;Muy buena / Oso ona;5;Muy buena / Oso ona
09/02/2017;14:00;0,21;"Muy buena / ";0,38;10;22;Muy buena / Oso ona;36;9;Muy buena / Oso ona;2;Muy buena / Oso ona
09/02/2017;13:00;0,31;"Muy buena / ";0,37;29;46;Muy buena / Oso ona;90;7;Muy buena / Oso ona;2;Muy buena / Oso ona
09/02/2017;12:00;0,29;"Muy buena / ";0,35;38;53;Muy buena / Oso ona;111;3;Muy buena / Oso ona;0;Muy buena / Oso ona
09/02/2017;11:00;0,37;"Muy buena / ";0,34;40;53;Muy buena / Oso ona;114;4;Muy buena / Oso ona;0;Muy buena / Oso ona
09/02/2017;10:00;0,42;"Muy buena / ";0,3;35;55;Muy buena / Oso ona;108;10;Muy buena / Oso ona;3;Muy buena / Oso ona
09/02/2017;09:00;0,44;"Muy buena / ";0,28;51;66;Muy buena / Oso ona;144;16;Muy buena / Oso ona;7;Muy buena / Oso ona
09/02/2017;08:00;0,52;"Muy buena / ";0,25;81;76;Muy buena / Oso ona;201;16;Muy buena / Oso ona;10;Muy buena / Oso ona
09/02/2017;07:00;0,43;"Muy buena / ";0,21;61;61;Muy buena / Oso ona;154;14;Muy buena / Oso ona;4;Muy buena / Oso ona
09/02/2017;06:00;0,24;"Muy buena / ";0,2;16;40;Muy buena / Oso ona;65;11;Muy buena / Oso ona;8;Muy buena / Oso ona
09/02/2017;05:00;0,18;"Muy buena / ";0,2;3;24;Muy buena / Oso ona;28;11;Muy buena / Oso ona;9;Muy buena / Oso ona
09/02/2017;04:00;0,18;"Muy buena / ";0,21;1;22;Muy buena / Oso ona;24;10;Muy buena / Oso ona;5;Muy buena / Oso ona
09/02/2017;03:00;0,18;"Muy buena / ";0,21;2;17;Muy buena / Oso ona;20;12;Muy buena / Oso ona;2;Muy buena / Oso ona
09/02/2017;02:00;0,18;"Muy buena / ";0,21;3;25;Muy buena / Oso ona;30;12;Muy buena / Oso ona;0;Muy buena / Oso ona
09/02/2017;01:00;0,2;"Muy buena / ";0,21;2;19;Muy buena / Oso ona;23;14;Muy buena / Oso ona;4;Muy buena / Oso ona
08/02/2017;24:00;0,22;"Muy buena / ";0,2;3;27;Muy buena / Oso ona;32;24;Muy buena / Oso ona;9;Muy buena / Oso ona
08/02/2017;23:00;0,27;"Muy buena / ";0,2;4;23;Muy buena / Oso ona;29;21;Muy buena / Oso ona;8;Muy buena / Oso ona
08/02/2017;22:00;0,21;"Muy buena / ";0,19;9;23;Muy buena / Oso ona;36;14;Muy buena / Oso ona;2;Muy buena / Oso ona
08/02/2017;21:00;0,23;"Muy buena / ";0,18;14;32;Muy buena / Oso ona;53;16;Muy buena / Oso ona;1;Muy buena / Oso ona
08/02/2017;20:00;0,22;"Muy buena / ";0,18;14;28;Muy buena / Oso ona;48;26;Muy buena / Oso ona;2;Muy buena / Oso ona
08/02/2017;19:00;0,23;"Muy buena / ";0,17;16;26;Muy buena / Oso ona;50;16;Muy buena / Oso ona;3;Muy buena / Oso ona
08/02/2017;18:00;0,16;"Muy buena / ";0,16;7;13;Muy buena / Oso ona;24;18;Muy buena / Oso ona;6;Muy buena / Oso ona
08/02/2017;17:00;0,14;"Muy buena / ";0,16;7;11;Muy buena / Oso ona;22;19;Muy buena / Oso ona;4;Muy buena / Oso ona
08/02/2017;16:00;0,18;"Muy buena / ";0,17;10;18;Muy buena / Oso ona;34;21;Muy buena / Oso ona;2;Muy buena / Oso ona
08/02/2017;15:00;0,15;"Muy buena / ";0,17;5;9;Muy buena / Oso ona;17;20;Muy buena / Oso ona;1;Muy buena / Oso ona
08/02/2017;14:00;0,18;"Muy buena / ";0,16;7;15;Muy buena / Oso ona;25;31;Muy buena / Oso ona;7;Muy buena / Oso ona
08/02/2017;13:00;0,19;"Muy buena / ";0,16;10;15;Muy buena / Oso ona;30;31;Muy buena / Oso ona;2;Muy buena / Oso ona
08/02/2017;12:00;0,17;"Muy buena / ";0,15;8;19;Muy buena / Oso ona;31;31;Muy buena / Oso ona;3;Muy buena / Oso ona
08/02/2017;11:00;0,17;"Muy buena / ";0,14;8;14;Muy buena / Oso ona;27;16;Muy buena / Oso ona;0;Muy buena / Oso ona
08/02/2017;10:00;0,14;"Muy buena / ";0,13;7;11;Muy buena / Oso ona;21;20;Muy buena / Oso ona;1;Muy buena / Oso ona
08/02/2017;09:00;0,21;"Muy buena / ";0,13;10;19;Muy buena / Oso ona;34;17;Muy buena / Oso ona;4;Muy buena / Oso ona
08/02/2017;08:00;0,14;"Muy buena / ";0,12;8;14;Muy buena / Oso ona;26;14;Muy buena / Oso ona;3;Muy buena / Oso ona
08/02/2017;07:00;0,14;"Muy buena / ";0,11;11;15;Muy buena / Oso ona;31;19;Muy buena / Oso ona;7;Muy buena / Oso ona
08/02/2017;06:00;0,12;"Muy buena / ";0,11;8;11;Muy buena / Oso ona;23;18;Muy buena / Oso ona;1;Muy buena / Oso ona
08/02/2017;05:00;0,11;"Muy buena / ";0,11;1;3;Muy buena / Oso ona;5;23;Muy buena / Oso ona;3;Muy buena / Oso ona
08/02/2017;04:00;0,11;"Muy buena / ";0,12;1;2;Muy buena / Oso ona;4;23;Muy buena / Oso ona;2;Muy buena / Oso ona
08/02/2017;03:00;0,11;"Muy buena / ";0,13;1;2;Muy buena / Oso ona;4;23;Muy buena / Oso ona;2;Muy buena / Oso ona
08/02/2017;02:00;0,11;"Muy buena / ";0,15;1;2;Muy buena / Oso ona;4;20;Muy buena / Oso ona;5;Muy buena / Oso ona
08/02/2017;01:00;0,11;"Muy buena / ";0,18;1;2;Muy buena / Oso ona;4;23;Muy buena / Oso ona;10;Muy buena / Oso ona
07/02/2017;24:00;0,11;"Muy buena / ";0,2;1;5;Muy buena / Oso ona;7;17;Muy buena / Oso ona;3;Muy buena / Oso ona
07/02/2017;23:00;0,11;"Muy buena / ";0,22;1;5;Muy buena / Oso ona;7;15;Muy buena / Oso ona;4;Muy buena / Oso ona
07/02/2017;22:00;0,12;"Muy buena / ";0,25;3;9;Muy buena / Oso ona;12;21;Muy buena / Oso ona;4;Muy buena / Oso ona
07/02/2017;21:00;0,18;"Muy buena / ";0,26;7;19;Muy buena / Oso ona;30;16;Muy buena / Oso ona;0;Muy buena / Oso ona
07/02/2017;20:00;0,17;"Muy buena / ";0,29;5;15;Muy buena / Oso ona;23;17;Muy buena / Oso ona;1;Muy buena / Oso ona
07/02/2017;19:00;0,2;"Muy buena / ";0,31;9;21;Muy buena / Oso ona;35;22;Muy buena / Oso ona;5;Muy buena / Oso ona
07/02/2017;18:00;0,31;"Muy buena / ";0,33;23;49;Muy buena / Oso ona;84;20;Muy buena / Oso ona;5;Muy buena / Oso ona
07/02/2017;17:00;0,33;"Muy buena / ";0,32;24;51;Muy buena / Oso ona;89;23;Muy buena / Oso ona;3;Muy buena / Oso ona
07/02/2017;16:00;0,24;"Muy buena / ";0,33;9;20;Muy buena / Oso ona;34;27;Muy buena / Oso ona;9;Muy buena / Oso ona
07/02/2017;15:00;0,31;"Muy buena / ";0,34;19;40;Muy buena / Oso ona;68;21;Muy buena / Oso ona;3;Muy buena / Oso ona
07/02/2017;14:00;0,29;"Muy buena / ";0,32;19;37;Muy buena / Oso ona;66;27;Muy buena / Oso ona;11;Muy buena / Oso ona
07/02/2017;13:00;0,38;"Muy buena / ";0,32;40;54;Muy buena / Oso ona;115;39;Muy buena / Oso ona;13;Muy buena / Oso ona
07/02/2017;12:00;0,39;"Muy buena / ";0,29;47;61;Muy buena / Oso ona;133;38;Muy buena / Oso ona;9;Muy buena / Oso ona
07/02/2017;11:00;0,31;"Muy buena / ";0,27;29;51;Muy buena / Oso ona;95;43;Buena / Ona;3;Muy buena / Oso ona
07/02/2017;10:00;0,35;"Muy buena / ";0,26;25;47;Muy buena / Oso ona;86;40;Muy buena / Oso ona;2;Muy buena / Oso ona
07/02/2017;09:00;0,32;"Muy buena / ";0,25;21;38;Muy buena / Oso ona;70;23;Muy buena / Oso ona;2;Muy buena / Oso ona
07/02/2017;08:00;0,33;"Muy buena / ";0,25;30;46;Muy buena / Oso ona;92;12;Muy buena / Oso ona;2;Muy buena / Oso ona
07/02/2017;07:00;0,27;"Muy buena / ";0,25;32;42;Muy buena / Oso ona;90;11;Muy buena / Oso ona;4;Muy buena / Oso ona
07/02/2017;06:00;0,23;"Muy buena / ";0,28;16;26;Muy buena / Oso ona;50;11;Muy buena / Oso ona;9;Muy buena / Oso ona
07/02/2017;05:00;0,22;"Muy buena / ";0,3;11;31;Muy buena / Oso ona;47;13;Muy buena / Oso ona;7;Muy buena / Oso ona
07/02/2017;04:00;0,22;"Muy buena / ";0,33;4;25;Muy buena / Oso ona;31;12;Muy buena / Oso ona;3;Muy buena / Oso ona
07/02/2017;03:00;0,22;"Muy buena / ";0,36;3;28;Muy buena / Oso ona;31;9;Muy buena / Oso ona;5;Muy buena / Oso ona
07/02/2017;02:00;0,22;"Muy buena / ";0,4;2;31;Muy buena / Oso ona;34;12;Muy buena / Oso ona;10;Muy buena / Oso ona
07/02/2017;01:00;0,31;"Muy buena / ";0,43;3;31;Muy buena / Oso ona;36;15;Muy buena / Oso ona;6;Muy buena / Oso ona
06/02/2017;24:00;0,35;"Muy buena / ";0,45;7;38;Muy buena / Oso ona;49;16;Muy buena / Oso ona;5;Muy buena / Oso ona
06/02/2017;23:00;0,32;"Muy buena / ";0,46;14;43;Muy buena / Oso ona;64;15;Muy buena / Oso ona;7;Muy buena / Oso ona
06/02/2017;22:00;0,47;"Muy buena / ";0,46;38;57;Muy buena / Oso ona;115;26;Muy buena / Oso ona;11;Muy buena / Oso ona
06/02/2017;21:00;0,38;"Muy buena / ";0,46;21;58;Muy buena / Oso ona;91;26;Muy buena / Oso ona;14;Muy buena / Oso ona
06/02/2017;20:00;0,49;"Muy buena / ";0,44;42;68;Muy buena / Oso ona;132;23;Muy buena / Oso ona;17;Muy buena / Oso ona
06/02/2017;19:00;0,52;"Muy buena / ";0,43;62;75;Muy buena / Oso ona;171;26;Muy buena / Oso ona;16;Muy buena / Oso ona
06/02/2017;18:00;0,5;"Muy buena / ";0,4;57;70;Muy buena / Oso ona;157;22;Muy buena / Oso ona;11;Muy buena / Oso ona
06/02/2017;17:00;0,53;"Muy buena / ";0,38;73;80;Muy buena / Oso ona;192;18;Muy buena / Oso ona;6;Muy buena / Oso ona
06/02/2017;16:00;0,46;"Muy buena / ";0,35;51;76;Muy buena / Oso ona;154;13;Muy buena / Oso ona;4;Muy buena / Oso ona
06/02/2017;15:00;0,37;"Muy buena / ";0,37;44;76;Muy buena / Oso ona;143;12;Muy buena / Oso ona;8;Muy buena / Oso ona
06/02/2017;14:00;0,38;"Muy buena / ";0,34;55;81;Muy buena / Oso ona;164;14;Muy buena / Oso ona;7;Muy buena / Oso ona
06/02/2017;13:00;0,35;"Muy buena / ";0,31;58;75;Muy buena / Oso ona;163;16;Muy buena / Oso ona;8;Muy buena / Oso ona
06/02/2017;12:00;0,36;"Muy buena / ";0,29;54;71;Muy buena / Oso ona;154;17;Muy buena / Oso ona;10;Muy buena / Oso ona
06/02/2017;11:00;0,38;"Muy buena / ";0,25;56;79;Muy buena / Oso ona;164;22;Muy buena / Oso ona;11;Muy buena / Oso ona
06/02/2017;10:00;0,32;"Muy buena / ";0,22;55;81;Muy buena / Oso ona;165;18;Muy buena / Oso ona;9;Muy buena / Oso ona
06/02/2017;09:00;0,29;"Muy buena / ";0,2;40;84;Muy buena / Oso ona;144;18;Muy buena / Oso ona;10;Muy buena / Oso ona
06/02/2017;08:00;0,42;"Muy buena / ";0,17;67;92;Muy buena / Oso ona;195;17;Muy buena / Oso ona;6;Muy buena / Oso ona
06/02/2017;07:00;0,34;"Muy buena / ";0,13;73;69;Muy buena / Oso ona;180;21;Muy buena / Oso ona;4;Muy buena / Oso ona
06/02/2017;06:00;0,15;"Muy buena / ";0,12;9;20;Muy buena / Oso ona;34;37;Muy buena / Oso ona;5;Muy buena / Oso ona
06/02/2017;05:00;0,11;"Muy buena / ";0,11;2;9;Muy buena / Oso ona;12;47;Buena / Ona;7;Muy buena / Oso ona
06/02/2017;04:00;0,12;"Muy buena / ";0,12;1;5;Muy buena / Oso ona;7;49;Buena / Ona;6;Muy buena / Oso ona
06/02/2017;03:00;0,12;"Muy buena / ";0,12;1;2;Muy buena / Oso ona;4;42;Buena / Ona;7;Muy buena / Oso ona
06/02/2017;02:00;0,12;"Muy buena / ";0,12;1;3;Muy buena / Oso ona;5;43;Buena / Ona;7;Muy buena / Oso ona
06/02/2017;01:00;0,11;"Muy buena / ";0,12;1;2;Muy buena / Oso ona;4;47;Buena / Ona;8;Muy buena / Oso ona
05/02/2017;24:00;0,11;"Muy buena / ";0,12;1;3;Muy buena / Oso ona;5;47;Buena / Ona;8;Muy buena / Oso ona
05/02/2017;23:00;0,11;"Muy buena / ";0,12;1;4;Muy buena / Oso ona;6;40;Muy buena / Oso ona;11;Muy buena / Oso ona
05/02/2017;22:00;0,11;"Muy buena / ";0,12;3;8;Muy buena / Oso ona;13;42;Buena / Ona;6;Muy buena / Oso ona
05/02/2017;21:00;0,12;"Muy buena / ";0,12;5;9;Muy buena / Oso ona;16;43;Buena / Ona;3;Muy buena / Oso ona
05/02/2017;20:00;0,14;"Muy buena / ";0,13;4;9;Muy buena / Oso ona;15;33;Muy buena / Oso ona;2;Muy buena / Oso ona
05/02/2017;19:00;0,13;"Muy buena / ";0,13;4;8;Muy buena / Oso ona;14;36;Muy buena / Oso ona;8;Muy buena / Oso ona
05/02/2017;18:00;0,12;"Muy buena / ";0,13;4;9;Muy buena / Oso ona;14;34;Muy buena / Oso ona;9;Muy buena / Oso ona
05/02/2017;17:00;0,13;"Muy buena / ";0,12;5;12;Muy buena / Oso ona;20;28;Muy buena / Oso ona;5;Muy buena / Oso ona
05/02/2017;16:00;0,12;"Muy buena / ";0,12;6;12;Muy buena / Oso ona;21;23;Muy buena / Oso ona;5;Muy buena / Oso ona
05/02/2017;15:00;0,12;"Muy buena / ";0,12;5;13;Muy buena / Oso ona;20;18;Muy buena / Oso ona;3;Muy buena / Oso ona
05/02/2017;14:00;0,12;"Muy buena / ";0,12;8;18;Muy buena / Oso ona;30;6;Muy buena / Oso ona;0;Muy buena / Oso ona
05/02/2017;13:00;0,14;"Muy buena / ";0,12;12;27;Muy buena / Oso ona;45;3;Muy buena / Oso ona;;Sin datos / Daturik gabe
05/02/2017;12:00;0,15;"Muy buena / ";0,12;9;23;Muy buena / Oso ona;37;9;Muy buena / Oso ona;6;Muy buena / Oso ona
05/02/2017;11:00;0,13;"Muy buena / ";0,12;10;21;Muy buena / Oso ona;36;14;Muy buena / Oso ona;10;Muy buena / Oso ona
05/02/2017;10:00;0,11;"Muy buena / ";0,12;6;12;Muy buena / Oso ona;22;19;Muy buena / Oso ona;9;Muy buena / Oso ona
05/02/2017;09:00;0,12;"Muy buena / ";0,12;7;16;Muy buena / Oso ona;26;17;Muy buena / Oso ona;1;Muy buena / Oso ona
05/02/2017;08:00;0,12;"Muy buena / ";0,12;6;14;Muy buena / Oso ona;23;13;Muy buena / Oso ona;0;Muy buena / Oso ona
05/02/2017;07:00;0,11;"Muy buena / ";0,13;3;10;Muy buena / Oso ona;14;3;Muy buena / Oso ona;0;Muy buena / Oso ona
05/02/2017;06:00;0,11;"Muy buena / ";0,15;2;12;Muy buena / Oso ona;15;9;Muy buena / Oso ona;;Sin datos / Daturik gabe
05/02/2017;05:00;0,12;"Muy buena / ";0,18;1;6;Muy buena / Oso ona;8;28;Muy buena / Oso ona;16;Muy buena / Oso ona
05/02/2017;04:00;0,12;"Muy buena / ";0,21;1;5;Muy buena / Oso ona;7;17;Muy buena / Oso ona;7;Muy buena / Oso ona
05/02/2017;03:00;0,13;"Muy buena / ";0,23;2;10;Muy buena / Oso ona;13;5;Muy buena / Oso ona;0;Muy buena / Oso ona
05/02/2017;02:00;0,12;"Muy buena / ";0,25;3;11;Muy buena / Oso ona;15;4;Muy buena / Oso ona;0;Muy buena / Oso ona
05/02/2017;01:00;0,11;"Muy buena / ";0,27;4;10;Muy buena / Oso ona;15;2;Muy buena / Oso ona;0;Muy buena / Oso ona
04/02/2017;24:00;0,15;"Muy buena / ";0,29;5;16;Muy buena / Oso ona;24;2;Muy buena / Oso ona;0;Muy buena / Oso ona
04/02/2017;23:00;0,3;"Muy buena / ";0,29;14;34;Muy buena / Oso ona;55;6;Muy buena / Oso ona;4;Muy buena / Oso ona
04/02/2017;22:00;0,3;"Muy buena / ";0,28;13;46;Muy buena / Oso ona;66;12;Muy buena / Oso ona;8;Muy buena / Oso ona
04/02/2017;21:00;0,33;"Muy buena / ";0,28;21;61;Muy buena / Oso ona;94;14;Muy buena / Oso ona;5;Muy buena / Oso ona
04/02/2017;20:00;0,29;"Muy buena / ";0,27;32;45;Muy buena / Oso ona;94;12;Muy buena / Oso ona;7;Muy buena / Oso ona
04/02/2017;19:00;0,31;"Muy buena / ";0,26;24;57;Muy buena / Oso ona;93;11;Muy buena / Oso ona;7;Muy buena / Oso ona
04/02/2017;18:00;0,32;"Muy buena / ";0,27;17;68;Muy buena / Oso ona;94;11;Muy buena / Oso ona;8;Muy buena / Oso ona
04/02/2017;17:00;0,3;"Muy buena / ";0,27;7;52;Muy buena / Oso ona;62;14;Muy buena / Oso ona;9;Muy buena / Oso ona
04/02/2017;16:00;0,23;"Muy buena / ";0,27;5;35;Muy buena / Oso ona;42;14;Muy buena / Oso ona;10;Muy buena / Oso ona
04/02/2017;15:00;0,21;"Muy buena / ";0,26;18;37;Muy buena / Oso ona;64;11;Muy buena / Oso ona;3;Muy buena / Oso ona
04/02/2017;14:00;0,26;"Muy buena / ";0,25;17;46;Muy buena / Oso ona;72;12;Muy buena / Oso ona;5;Muy buena / Oso ona
04/02/2017;13:00;0,29;"Muy buena / ";0,23;20;51;Muy buena / Oso ona;81;14;Muy buena / Oso ona;10;Muy buena / Oso ona
04/02/2017;12:00;0,26;"Muy buena / ";0,21;16;54;Muy buena / Oso ona;78;16;Muy buena / Oso ona;9;Muy buena / Oso ona
04/02/2017;11:00;0,36;"Muy buena / ";0,19;36;68;Muy buena / Oso ona;124;19;Muy buena / Oso ona;6;Muy buena / Oso ona
04/02/2017;10:00;0,28;"Muy buena / ";0,17;14;54;Muy buena / Oso ona;75;18;Muy buena / Oso ona;3;Muy buena / Oso ona
04/02/2017;09:00;0,28;"Muy buena / ";0,14;14;47;Muy buena / Oso ona;69;19;Muy buena / Oso ona;0;Muy buena / Oso ona
04/02/2017;08:00;0,21;"Muy buena / ";0,13;6;35;Muy buena / Oso ona;44;23;Muy buena / Oso ona;3;Muy buena / Oso ona
04/02/2017;07:00;0,13;"Muy buena / ";0,13;11;23;Muy buena / Oso ona;39;27;Muy buena / Oso ona;7;Muy buena / Oso ona
04/02/2017;06:00;0,11;"Muy buena / ";0,13;3;8;Muy buena / Oso ona;13;18;Muy buena / Oso ona;1;Muy buena / Oso ona
04/02/2017;05:00;0,13;"Muy buena / ";0,14;1;6;Muy buena / Oso ona;8;11;Muy buena / Oso ona;1;Muy buena / Oso ona
04/02/2017;04:00;0,14;"Muy buena / ";0,14;2;13;Muy buena / Oso ona;16;17;Muy buena / Oso ona;3;Muy buena / Oso ona
04/02/2017;03:00;0,12;"Muy buena / ";0,15;1;2;Muy buena / Oso ona;4;31;Muy buena / Oso ona;10;Muy buena / Oso ona
04/02/2017;02:00;0,12;"Muy buena / ";0,16;1;4;Muy buena / Oso ona;6;21;Muy buena / Oso ona;8;Muy buena / Oso ona
04/02/2017;01:00;0,12;"Muy buena / ";0,19;2;8;Muy buena / Oso ona;11;;Sin datos / Daturik gabe;2;Muy buena / Oso ona
03/02/2017;24:00;0,13;"Muy buena / ";0,22;8;7;Muy buena / Oso ona;19;12;Muy buena / Oso ona;4;Muy buena / Oso ona
03/02/2017;23:00;0,18;"Muy buena / ";0,22;4;17;Muy buena / Oso ona;23;12;Muy buena / Oso ona;5;Muy buena / Oso ona
03/02/2017;22:00;0,14;"Muy buena / ";0,23;4;21;Muy buena / Oso ona;27;18;Muy buena / Oso ona;6;Muy buena / Oso ona
03/02/2017;21:00;0,18;"Muy buena / ";0,23;7;27;Muy buena / Oso ona;37;17;Muy buena / Oso ona;5;Muy buena / Oso ona
03/02/2017;20:00;0,19;"Muy buena / ";0,23;14;42;Muy buena / Oso ona;64;14;Muy buena / Oso ona;;Sin datos / Daturik gabe
03/02/2017;19:00;0,17;"Muy buena / ";0,23;13;33;Muy buena / Oso ona;52;21;Muy buena / Oso ona;;Sin datos / Daturik gabe
03/02/2017;18:00;0,28;"Muy buena / ";0,22;23;59;Muy buena / Oso ona;95;43;Buena / Ona;2;Muy buena / Oso ona
03/02/2017;17:00;0,4;"Muy buena / ";0,2;39;63;Muy buena / Oso ona;122;52;Buena / Ona;11;Muy buena / Oso ona
03/02/2017;16:00;0,25;"Muy buena / ";0,18;19;33;Muy buena / Oso ona;62;55;Buena / Ona;11;Muy buena / Oso ona
03/02/2017;15:00;0,18;"Muy buena / ";0,17;8;21;Muy buena / Oso ona;34;34;Muy buena / Oso ona;9;Muy buena / Oso ona
03/02/2017;14:00;0,19;"Muy buena / ";0,16;12;32;Muy buena / Oso ona;50;11;Muy buena / Oso ona;7;Muy buena / Oso ona
03/02/2017;13:00;0,19;"Muy buena / ";0,16;18;31;Muy buena / Oso ona;57;8;Muy buena / Oso ona;4;Muy buena / Oso ona
03/02/2017;12:00;0,16;"Muy buena / ";0,16;15;29;Muy buena / Oso ona;52;5;Muy buena / Oso ona;0;Muy buena / Oso ona
03/02/2017;11:00;0,17;"Muy buena / ";;17;36;Muy buena / Oso ona;61;2;Muy buena / Oso ona;0;Muy buena / Oso ona
03/02/2017;10:00;0,16;"Muy buena / ";;16;31;Muy buena / Oso ona;55;7;Muy buena / Oso ona;1;Muy buena / Oso ona
03/02/2017;09:00;0,16;"Muy buena / ";;13;31;Muy buena / Oso ona;50;10;Muy buena / Oso ona;3;Muy buena / Oso ona
03/02/2017;08:00;0,16;"Muy buena / ";;13;36;Muy buena / Oso ona;56;11;Muy buena / Oso ona;5;Muy buena / Oso ona
03/02/2017;07:00;0,15;"Muy buena / ";;19;31;Muy buena / Oso ona;59;9;Muy buena / Oso ona;6;Muy buena / Oso ona
03/02/2017;06:00;;"Sin datos / ";;5;16;Muy buena / Oso ona;23;7;Muy buena / Oso ona;4;Muy buena / Oso ona
03/02/2017;05:00;;"Sin datos / ";;1;10;Muy buena / Oso ona;12;6;Muy buena / Oso ona;2;Muy buena / Oso ona
03/02/2017;04:00;;"Sin datos / ";;1;8;Muy buena / Oso ona;10;6;Muy buena / Oso ona;2;Muy buena / Oso ona
03/02/2017;03:00;;"Sin datos / ";;1;8;Muy buena / Oso ona;10;8;Muy buena / Oso ona;5;Muy buena / Oso ona
03/02/2017;02:00;;"Sin datos / ";;1;8;Muy buena / Oso ona;10;4;Muy buena / Oso ona;;Sin datos / Daturik gabe
03/02/2017;01:00;;"Sin datos / ";0,22;3;11;Muy buena / Oso ona;15;3;Muy buena / Oso ona;0;Muy buena / Oso ona
02/02/2017;24:00;;"Sin datos / ";0,22;2;14;Muy buena / Oso ona;17;2;Muy buena / Oso ona;0;Muy buena / Oso ona
02/02/2017;23:00;0,14;"Muy buena / ";0,22;2;21;Muy buena / Oso ona;24;10;Muy buena / Oso ona;1;Muy buena / Oso ona
02/02/2017;22:00;0,25;"Muy buena / ";0,22;11;48;Muy buena / Oso ona;65;23;Muy buena / Oso ona;3;Muy buena / Oso ona
02/02/2017;21:00;0,26;"Muy buena / ";0,21;16;49;Muy buena / Oso ona;73;26;Muy buena / Oso ona;9;Muy buena / Oso ona
02/02/2017;20:00;0,15;"Muy buena / ";0,21;9;26;Muy buena / Oso ona;39;15;Muy buena / Oso ona;7;Muy buena / Oso ona
