NOMBRE,HORARIO,SERVICIO_RUTA,COMEDOR,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,ORIENTACION,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Column
Escuela Infantil San Roque,,true,true,"METRO: Vista Alegre BUS: 34 , 55",ENSEÑANZA: Educación infantil,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d19cc05ef571c010VgnVCM1000000b205a0aRCRD,ABOLENGO,CALLE,NUM,10,"C/V C/ OCA, 35",28025,VISTA ALEGRE,CARABANCHEL,437611,4471417,4.038.913.511.955.550,-37.363.776.865.741.500,914 617 109,914 623 463,secretaria@escuelasanroque.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil San Simón y San Judas,,false,false,"RENFE: Orcasitas BUS: 60, 78, 116",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=84acc05ef571c010VgnVCM1000000b205a0aRCRD,CAMPOTEJAR,CALLE,NUM,39,,28041,ORCASUR,USERA,440300,4468650,4.036.440.591.817.170,-3.704.437.933.075.660,913 179 288,913 179 288,eisansimon@telefonica.net,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil San Vicente de Paul,,true,true,"METRO: Opañel BUS: 47 , 55 , 81 , 108 , 118 , 247",ENSEÑANZA: Educación infantil,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=37bcc05ef571c010VgnVCM1000000b205a0aRCRD,SAN VICENTE DE PAUL,PLAZA,NUM,1,,28025,ABRANTES,CARABANCHEL,438491,4470993,403.853.810.852.385,-3.725.969.104.633.040,914 691 445,914 691 445,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil San Víctor,,false,false,"METRO: Lacoma BUS:  64 , 83 , 133",ENSEÑANZA: Educación infantil  (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e9ccc05ef571c010VgnVCM1000000b205a0aRCRD,PICO SALVAGUARDIA,PLAZA,NUM,3,,28035,PEÑA GRANDE,FUENCARRAL-EL PARDO,439074,4481731,40.482.156.345.725.600,-37.201.322.081.393.400,917 387 714,917 387 714,ceisanvictor@gmail.com,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Sancalo,,false,false,"Bus : 66, 67, 124, 125, 135, 137   Metro : Begoña",Enseñanza : Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=53239d5bfea2c110VgnVCM1000000b205a0aRCRD,VIRGEN DE ARANZAZU,CALLE,NUM,1,,28034,VALVERDE,FUENCARRAL-EL PARDO,441642,4482044,40.485.160.776.179.500,-36.898.647.011.540.500,917 292 339,,centroinfantilsancalo@gmail.com,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Sandy,,false,false,"BUS: 9 , 72 , 87 METRO: Pinar del Rey",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a378f8b06b61c010VgnVCM1000000b205a0aRCRD,SEO DE URGEL,CALLE,NUM,15,,28033,PINAR DEL REY,HORTALEZA,444784,4480271,4.046.940.408.613.370,-36.526.398.675.390.000,917 669 384,,info@escuela-infantil-sandy.org,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Santa Bernardita,,false,false,"Bus : 1, 2, 12, 21,  C, 38, 43, 53, 56, 71, 74, 106, 110, 143, 146, 156, 210   Metro:  Manuel Becerra, Lista",Enseñanza : Educación infantil (Primer y segundo ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e49de3874c922310VgnVCM1000000b205a0aRCRD,PRINCIPE DE ASTURIAS,CALLE,NUM,10,,28006,GOYA,SALAMANCA,443137,4475688,4.042.800.688.550.450,-3.671.655.909.864.360,913 093 322,914 018 385,c.santabernardita@gmail.com,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Santa Catalina,,true,true,"BUS: 160 , 161",ENSEÑANZA: Educación infantil,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9cdcc05ef571c010VgnVCM1000000b205a0aRCRD,FUENTE DEL REY,CALLE,NUM,44,,28023,ARAVACA,MONCLOA-ARAVACA,434248,4479103,40.458.113.912.137.100,-37.767.940.646.554.900,913 070 598 - 692 550 599,,ei_santacatalina@hotmail.com,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Santa Claus,,true,true,"METRO: Esperanza BUS: 73 , 120 , 122",ENSEÑANZA: Educación infantil (Primer y Segundo Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4fecc05ef571c010VgnVCM1000000b205a0aRCRD,NAPOLES,CALLE,NUM,28,,28043,CANILLAS,HORTALEZA,444966,4479194,4.045.971.403.801.880,-365.039.948.759.136,914 135 338 - 650 847 042,914 135 338,info@santa-claus.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Santa Elena,,false,false,"BUS: 25, 121",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a82c8eac2077d110VgnVCM1000000b205a0aRCRD,ESCALONA,CALLE,NUM,81,,28024,ALUCHE,LATINA,435447,4472172,40.395.771.288.480.200,-37.619.489.914.541.600,915 189 406,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Santa Eugenia,,false,false,"BUS: 63 , 145 RENFE: Santa Eugenia",ENSEÑANZA: Educación infantil (Primer y segundo ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f10dc05ef571c010VgnVCM1000000b205a0aRCRD,PUENTELARRA,CALLE,NUM,9,,28031,SANTA EUGENIA,VILLA DE VALLECAS,448462,4470626,4.038.274.368.866.210,-36.084.720.374.611.800,913 313 094,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Santa Luisa,,true,true,"BUS: 85 , 123 RENFE: Villaverde Bajo",ENSEÑANZA: Educación infantil (Primer y segundo ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a41dc05ef571c010VgnVCM1000000b205a0aRCRD,TANTALO,CALLE,NUM,21,,28021,BUTARQUE,VILLAVERDE,442323,4467363,4.035.295.451.068.660,-36.804.962.221.512.300,917 960 853,917 961 671,sta.luisa@planalfa.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Santa María,,false,false,"METRO: Quintana BUS: 21 , 38 , 48 , 113, 146",ENSEÑANZA: Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=572dc05ef571c010VgnVCM1000000b205a0aRCRD,VIRGEN DE LLUC,CALLE,NUM,60,,28027,QUINTANA,CIUDAD LINEAL,445022,4476467,4.043.515.150.715.160,-3.649.502.497.495.430,914 036 459,,escuelainfantilsantamaria@yahoo.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Santa Mónica,,false,false,"METRO: Batán &#13;BUS: 33 , 36 , 39 , 65",ENSEÑANZA: Educación infantil,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0a3dc05ef571c010VgnVCM1000000b205a0aRCRD,VILLAMANIN,CALLE,NUM,29,,28011,LUCERO,LATINA,436314,4473402,40.406.918.483.954.800,-37.518.569.031.237.100,91 464 98 39,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Santa Rosalía,,true,true,METRO: Canillas BUS: 73,ENSEÑANZA: Educación Infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bc4dc05ef571c010VgnVCM1000000b205a0aRCRD,MOTILLA DEL PALANCAR,CALLE,NUM,36,,28043,CANILLAS,HORTALEZA,446610,4479891,4.046.610.045.821.220,-36.310.691.153.446.300,913 001 988,,dir.starosalia@planalfa.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Santa Teresa,,false,false,"BUS: 18, 22, 59, 79, 85, 86  METRO: 12 de Octubre",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5926ce17f7511210VgnVCM2000000c205a0aRCRD,ANDALUCIA,AVENIDA,NUM,"10,2",,28021,SAN CRISTOBAL,VILLAVERDE,441147,4469793,40.374.763.035.834.600,-3.694.568.428.890.530,917 794 558,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas, 
Escuela Infantil Shantala,,true,true,"BUS: 24 , 57 , 103 , 111 , 144 , 310 , 410",ENSEÑANZA: Educación Infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=aecf14c4d661c010VgnVCM1000000b205a0aRCRD,MARTINEZ DE LA RIVA S/N,CALLE,S/N,,,28053,SAN DIEGO,PUENTE DE VALLECAS,443664,4471311,4.038.861.235.714.100,-3.665.055.245.330.250,914 772 031,914 772 031,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas, 
Escuela Infantil Sierra de Filabres Es-Cool,,false,false,"METRO: Nueva Numancia   BUS: 10 , 24 , 54 , 57 , 58 , 111 , 136 , 141 , 310",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1f63381fa06be110VgnVCM2000000c205a0aRCRD,SIERRA DE FILABRES,CALLE,NUM,71,,28038,NUMANCIA,PUENTE DE VALLECAS,443897,4472245,4.039.704.213.224.340,-3.662.392.620.488.960,91 439 18 90,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Sol Solito,,true,true,"Metro: Montecarmelo  Bus: 134, 178",ENSEÑANZA: Educación infantil (de 0 a 3 años),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d28d5f09dd4a6110VgnVCM1000000b205a0aRCRD,MONASTERIO DE GUADALUPE,CALLE,NUM,9,,28049,EL GOLOSO,FUENCARRAL-EL PARDO,440532,4484438,4.050.664.785.016.740,-37.031.857.994.820.700,917 508 879,917 508 879,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas, 
Escuela Infantil Solmiki. Calle Longares,,false,false,"METRO: Las Musas BUS: 38 , 48 , 140",ENSEÑANZA: Educación Infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f517def5ab41c010VgnVCM2000000c205a0aRCRD,LONGARES,CALLE,NUM,3,,28022,ROSAS,SAN BLAS-CANILLEJAS,448404,4476118,40.432.224.640.100.000,-3.609.601.615.362.850,913 135 554,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil St Alice's Nursery,,false,false,"Bus:  5, 16, 40, 61, 147   Metro : Iglesia, Ruben Darío",Enseñanza : Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4aff8fadf3335310VgnVCM2000000c205a0aRCRD,FERNANDEZ DE LA HOZ,CALLE,NUM,21,,28010,ALMAGRO,CHAMBERI,441157,4476330,40.433.652.361.544.000,-3.695.056.113.294.910,914 463 726,,alicia@stalices.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil St Alice's Nursery Galileo,,false,false,"Bus: 16, 61   Metro: Quevedo, Islas Filipinas, Moncloa",Enseñanza: Primer Ciclo de Educación infantil,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0229e56d5d066410VgnVCM1000000b205a0aRCRD,GALILEO,CALLE,NUM,47,,28015,ARAPILES,CHAMBERI,439857,4476456,4.043.469.426.332.550,-3.710.393.958.866.760,915 503 994,,arapiles@staelices.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Suecia Garden,,false,false,"BUS: 4 , 38 , 106 , 140 , 153 METRO: Las Musas",ENSEÑANZA: Educación Infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=71bce0e1f181c010VgnVCM1000000b205a0aRCRD,SUECIA,CALLE,NUM,11,,28022,ROSAS,SAN BLAS-CANILLEJAS,448519,4475043,40.422.547.506.964.900,-3.608.158.627.961.480,917 759 557,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Sunny Baby,,false,false,"BUS: 31, 55  METRO: Laguna",ENSEÑANZA: Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3510cde332de6110VgnVCM1000000b205a0aRCRD,CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN,CALLE,NUM,122,,28047,LOS CARMENES,LATINA,438047,4472934,4.040.283.353.465.170,-37.313.888.911.227.800,91 479 60 34,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Surikata,,false,false,"Bus : 172, 173",Enseñanza : Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7234f44364822410VgnVCM1000000b205a0aRCRD,MANUEL POMBO ANGULO,CALLE,NUM,24,,28050,VALDEFUENTES,HORTALEZA,444664,4484502,40.507.510.844.159.700,-36.544.254.652.075.000,917 500 282,,direccion@surikata.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Tábata,,false,false,"BUS: 42, 49, 126, 128  METRO: Antonio Machado",ENSEÑANZA: Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3fae2664c853d310VgnVCM1000000b205a0aRCRD,CELANOVA,CALLE,NUM,9,,28029,EL PILAR,FUENCARRAL-EL PARDO,439587,4480604,4.047.204.147.967.250,-3.713.972.476.828.550,917 313 128,,info@escuelainfantiltabata,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Tania Jardin,,false,false,"BUS: 10, 103, 310  METRO: Buenos Aires",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4d8d7cca437e6110VgnVCM1000000b205a0aRCRD,PALOMERAS,AVENIDA,NUM,29,,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS,444307,4471270,4.038.828.632.554.720,-3.657.476.206.650.210,917 781 080,,info@taniajardin.com,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Tanuca,,false,false,"METRO: Las Musas , San Blas BUS: 38 , 48 , 140 , 153",Enseñanzas : Primer ciclo de Educación Infantil,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ce9ce0e1f181c010VgnVCM1000000b205a0aRCRD,LONGARES,CALLE,NUM,36,,28022,ROSAS,SAN BLAS-CANILLEJAS,448427,4475691,4.042.837.938.854.000,-3.609.295.747.132.590,913 062 010  ,,escuelainfantiltanuca@gmail.com ,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Teddy,Jornada continuada,false,false,"Bus : 24, 37, 54, 57, 102, 141, 152   Metro : Menéndez Pelayo, Pacífico",Enseñanza : Primer ciclo de Educación infantil,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e23b13bcf04ee410VgnVCM1000000b205a0aRCRD,LEON GIL DE PALACIO,CALLE,NUM,5,,28007,PACIFICO,RETIRO,442485,4472856,4.040.244.984.701.490,-3.679.085.302.404.850,915 020 978,913 681 065,teddy.centro_infantil@hotmail.com,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas, 
Escuela Infantil Teo 1,,false,false,"Bus : 7, 12, 14, 27, 40, 147, 150   Metro:  Gregorio Marañón, Alonso Cano",Enseñanza : Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1b3bc98cae2c8310VgnVCM2000000c205a0aRCRD,FERNANDEZ DE LA HOZ,CALLE,NUM,70,,28003,RIOS ROSAS,CHAMBERI,441218,4476894,40.438.737.453.889.400,-3.694.389.241.916.880,913 994 857,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil The Little One,,false,false,"Bus:  11, 14, 40, 150   Metro:  Cuzco",Enseñanza : Primer Ciclo de Educación Infantil,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8cef86c38e8de410VgnVCM1000000b205a0aRCRD,ALBERTO ALCOCER,AVENIDA,NUM,24,,28036,HISPANOAMERICA,CHAMARTIN,442070,4479037,4.045.811.149.139.590,-36.845.400.276.028.400,914 571 203 / 630 131 568,,tloescuelainfantil@gmail.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Tiny Tots,,false,false,Bus : 153,Enseñanza : Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e8dce54096803210VgnVCM2000000c205a0aRCRD,PRUNOS,AVENIDA,NUM,80,,28042,PALOMAS,HORTALEZA,447531,4478456,4.045.323.197.990.340,-3.620.087.025.844.850,917 425 661 / 685 525 201,,info@escuelainfantiltinytots.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Tobogán II,,false,false,"Bus:   23, 55, 60",ENSEÑANZA: Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6e8c094904313210VgnVCM2000000c205a0aRCRD,FERNANDO DIAZ DE MENDOZA,CALLE,NUM,67,,28019,COMILLAS,CARABANCHEL,439951,4471773,40.392.514.422.091.300,-37.088.429.297.020.100,914 609 250,915 696 634,tobogan48@hotmail.com,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Todo Niños Nursery,,false,false,"Bus:   160, 161",ENSEÑANZA: Educación infantil (Primer y Segundo Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7c6ede1ef6313210VgnVCM2000000c205a0aRCRD,ARJONA,CALLE,NUM,4,,28023,ARAVACA,MONCLOA-ARAVACA,433808,4479341,4.046.022.288.584.480,-3.782.007.945.691.320,913 070 588,91 357 96 25,info@todoninos.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Todo para la Infancia,,false,false,"METRO: Francos Rodríguez BUS: 44 , 64 , 126 , 128 , 132",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b6068899fc81c010VgnVCM1000000b205a0aRCRD,DOCTOR FEDERICO RUBIO Y GALI,AVENIDA,NUM,106,,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,439575,4478839,40.456.140.819.288.000,-3.713.945.657.070.300,914 507 782,914 507 782,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Topochitos,,false,false,"Bus:  172, 176",ENSEÑANZA: Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a7e1094904313210VgnVCM2000000c205a0aRCRD,VILLAVA,CALLE,NUM,12,,28050,VALVERDE,FUENCARRAL-EL PARDO,442880,4483654,4.049.975.057.418.610,-36.754.039.022.765.100,658 439 471,,info@topochitos.com,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Topochitos II,,false,false,"Bus:  172, 176",ENSEÑANZA: Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b551fb0482c56410VgnVCM2000000c205a0aRCRD,"CIRAUQUI , c/v CALLE VALCARLOS",CALLE,NUM,,,28050,VALVERDE,FUENCARRAL-EL PARDO,443121,4483542,40.498.758.219.777.800,-36.725.498.340.831.800,,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Toscana Garden,,false,false,"BUS: 4 , 106 , 140 , 153 METRO: San Blas",ENSEÑANZA: Educación Infantil,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=24cce0e1f181c010VgnVCM1000000b205a0aRCRD,TOSCANA,CALLE,NUM,114,,28032,ARCOS,SAN BLAS-CANILLEJAS,448057,4474580,4.041.834.773.706.600,-36.135.665.281.811.200,913 134 446,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Trapitos,,false,false,BUS: 85,,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=07c8cf13d7051110VgnVCM2000000c205a0aRCRD,LIMONITA,CALLE,NUM,1,c/v C/ Estefanita,28021,BUTARQUE,VILLAVERDE,442794,4466295,4.034.336.578.935.370,-36.748.542.162.045.600,915 055 517,,eitrapitos@telefonica.net,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Trastitos,,false,false,"Bus:  172, 176   Metro:  Las Tablas",ENSEÑANZA: Educación Infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5688f8b06b61c010VgnVCM1000000b205a0aRCRD,ISABEL COLBRAND,CALLE,NUM,18,,28050,VALVERDE,FUENCARRAL-EL PARDO,442681,4484917,4.051.111.441.193.370,-3.677.866.796.986.900,913 589 928,,trastitos@telefonica.net,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Trazos,,false,false,"METRO: O&amp;apos;Donnell BUS: 2 , 30 , 56 , 71 , 143",ENSEÑANZA: Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=25b5f3216571c010VgnVCM1000000b205a0aRCRD,CONDES DE TORREANAZ,CALLE,NUM,4,,28028,FUENTE DEL BERRO,SALAMANCA,443493,4474974,4.042.159.910.213.040,-36.673.957.115.252.300,915 743 094,,info@escuelainfantiltrazos.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Trébol,,false,false,"METRO: Barrio del Pilar BUS: 49 , 83 , 128 , 132 , 137 , 147",ENSEÑANZA: Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee9f7d448b51c010VgnVCM2000000c205a0aRCRD,FINISTERRE,CALLE,NUM,6,BAJO,28029,LA PAZ,FUENCARRAL-EL PARDO,440650,4481030,40.475.955.829.040.500,-37.014.734.064.295.200,91 314 16 75,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Valle de Oro,,true,true,"Bus:  34, 35, 55   Metro:  Oporto",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=40be42544c22a210VgnVCM1000000b205a0aRCRD,VALLE DE ORO,CALLE,NUM,35,,28019,OPAÑEL,CARABANCHEL,438125,4471327,4.038.836.276.293.360,-3.730.313.330.009.250,914 714 491,914 714 491,eei.valledeoro.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas, 
