"Projekt ID";Název;Kategorie;"Souøadnice z. délky";"Souøadnice z. šíøky";Adresa;Web;Cena;Stav;Cíl1;Cíl2;Cíl3;Cíl4;Cíl5;Lokace;Od;Do;"Nositel projektu";Popis
;"Vzdìlávejte se pro rùst! - pracovní pøíleitosti";"Vzdìlání, vìda, vızkum a inovace";49.2003906;16.6114344;"Milady Horákové 1970/3";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=103060;857140629;Dokonèeno;"1.1. Získat pozitivní a dynamickı profil mìsta";;;;;Brno-Støed;01/2012;12/2015;"Ministerstvo práce a sociálních vìcí";"Cílem projektu je pùsobit proti dlouhodobé nezamìstnanosti prostøednictvím nástrojù aktivní politiky zamìstnanosti (dále jen APZ) v podobì veøejnì prospìšnıch prací a vyhrazenıch spoleèensky úèelnıch pracovních míst. Tyto nástroje budou novì zasazeny do kontextu novıch opatøení realizovanıch na poli politiky zamìstnanosti v souvislosti s veøejnou slubou. Politika zamìstnanosti bude realizována prostøednictvím navazujících opatøení a nástrojù. Veøejnì prospìšné práce a vyhrazená spoleèensky úèelná pracovní místa (dále jen VPP a SÚPM vyhrazená) by tak mìly mimo jiné navazovat i na veøejnou slubu, kdy jednotlivım klientùm, kteøí se osvìdèí, bude nabídnuto pracovní uplatnìní v rámci tìchto nástrojù APZ, které jsou pøedstupnìm získaní pracovního uplatnìní u bìného zamìstnavatele. VPP a SÚPM tak budou do urèité míry pouity jako motivaèní nástroj pro klienty veøejné sluby, kteøí budou mít skuteènı zájem získat trvalé zamìstnání. Tímto pak bude zajištìna kontinuálnost a metodická jednotnost ve vyuívání tìchto nástrojù APZ a novıch metod práce s dlouhodobì nezamìstnanımi uchazeèi o zamìstnání.  Zároveò projekt pøedpokládá monost pøesouvání finanèních prostøedkù mezi obìma nástroji APZ (VPP a vyhrazenıch SÚPM) a tím flexibilnìji reagovat na aktuální situaci na celorepublikovém i regionálních trzích práce. Projekt bude realizován prostøednictvím krajskıch poboèek Úøadu práce Èeské republiky a jejich kontaktních pracoviš. Úøad práce Èeské republiky postupuje pøi realizaci aktivit tohoto projektu v souladu s pravidly ESF a v souladu se zákonem è. 435/2004 Sb., o zamìstnanosti, v platném znìní (dále jen zákon o zamìstnanosti)."
;"Podpora odborného vzdìlávání zamìstnancù";"Vzdìlání, vìda, vızkum a inovace";49.2003906;16.6114344;"Milady Horákové 1970/3";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=120985;76923080;"Pøíprava a realizace";"1.1. Získat pozitivní a dynamickı profil mìsta";;;;;Brno-Støed;12/2013;;"Ministerstvo práce a sociálních vìcí";"Projekt ""Podpora odborného vzdìlávání zamìstnancù"" navazuje na sérii projektù, je jsou v ÈR realizovány od roku 2009 s cílem podpoøit odbornı rozvoj zamìstnancù. Pøímo navazuje na projekt ""Vzdìlávejte se pro rùst"", kterı se osvìdèil jako jeden z nástrojù podpory dalšího vzdìlávání v ÈR a posilování konkurenceschopnosti pracovní síly na èeském trhu práce. Projekt se zamìøí zejména na vzdìlávání zamìstnancù tìch zamìstnavatelù, pøípadnì na vzdìlávání osob samostatnì vıdìleènì èinnıch, kteøí i pøes negativní vıvoj ekonomiky mají na trhu stabilní pozici s moností pøechodu k rùstu.  Paralelnì k tomuto projektu je ji v souèasné dobì realizován projekt ""Vzdìlávejte se pro stabilitu!"", kterı se naopak zamìøuje na tu skupinu zamìstnavatelù, kteøí se z dùvodu nestabilního vıvoje ekonomiky pøechodnì ocitli v hospodáøskıch potíích. Rovnì se soubìnì realizují regionálních individuálních projekty, které jsou zamìøeny na podporu vzdìlávání v tìch odvìtvích, která byla na základì dohod s regionálními sociálními partnery definována v regionech jako klíèová èi prorùstová. Uvedené projekty, vèetnì projektu pøedkládaného, tak vytváøejí potøebnou sí pro podporu posílení zamìstnanosti, konkurenceschopnosti pracovní síly a rozvoj podnikového dalšího vzdìlávání, zejména pøi pøechodu od stability k rùstu.  Konkrétním cílem projektu je podpora dalšího vzdìlávání zamìstnancù u zamìstnavatelù, kteøí v meziroèním srovnání nezaznamenali niší pokles treb ne je 15%.  Projekt bude realizován prostøednictvím Úøadu práce Èeské republiky prostøednictvím § 106 zákona è. 435/2004 Sb., o zamìstnanosti, jakoto nástroj aktivní politiky zamìstnanosti (tato forma je ji odzkoušená). Projekt se zamìøí na všechny skupiny zamìstnavatelù a jejich zamìstnancù èi OSVÈ (bez zamìstnancù), kterım lze poskytnout pøíspìvek v rámci APZ a to bez rozdílu jejich velikosti "" tedy velké, støední i malé podniky, vèetnì OSVÈ. Dokonèení v pøíloze è. 12"
;"Rekonstrukce objektu - bıvalı areál Lachema";"Vzdìlání, vìda, vızkum a inovace";49.2514117;16.5922044;"Karásek 1767/1";"http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=97015, http://www.czechinvest.org/53-nm02651-rekonstrukce-objektu-jihomoravsky-kraj";57145000;Dokonèeno;"4.1. Vytvoøit podmínky pro pøíchod a udrení elit ve mìstì";;;;;"Øeèkovice a Mokrá Hora";06/2010;11/2012;"BioVendor - Laboratorní medicína a.s.";"Cílem projektu byla rekonstrukce stávajícího neefektivnì vyuívaného objektu v rámci bıvalého areálu spoleènosti Lachema, jeho stav ji neumoòoval jeho efektivní vyuití pro hlavní pøedmìt èinnosti spoleènosti – biochemická vıroba, vızkum, vıvoj, inovace. Rekonstrukce objektu vıraznì pøispìla ke zvıšení efektivnosti jeho vyuití v souladu se souèasnımi trendy vırobních firem a také vedla ke zvıšení konkurenceschopnosti firmy. Po realizaci projektu budova plní funkci zázemí pro vırobní, vızkumnì-vıvojové a inovativní aktivity v oblasti biotechnologií, zejména v oblasti vızkumu, vıvoje a vıroby humánních diagnostickıch systémù, moderních léèiv a zdravotnickıch prostøedkù. Projekt byl rozdìlen do 4 etap. V rámci 1. etapy došlo k odkupu pøedmìtnıch nemovitostí, k realizaci projektovıch prací a takté bylo zapoèato se stavebními pracemi. Zbıvající 3 etapy se zabıvaly stavebními úpravami objektu, jako napø. vımìnou otvorovıch prvkù, tepelnou izolací, hydroizolací, rekonstrukcí otopné soustavy, zdravotnickıch instalací, elektroinstalace apod. Realizace projektu pøispìla k získání kvalitních prostor pro vırobní èinnost, k pozitivnímu vlivu na ivotní prostøedí pomocí sníení energetické nároènosti budovy, ke zvıšení konkurenceschopnosti spoleènosti a tvorbì novıch pracovních míst a v neposlední øadì také k prohloubení ji navázané spolupráce na poli VaV."
;"CERIT Science Park";"Vzdìlání, vìda, vızkum a inovace";49.2099833;16.5989164;"Botanická 68a";"http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=94463, https://www.cerit.cz/sp/about";99415000;Dokonèeno;"4.1. Vytvoøit podmínky pro pøíchod a udrení elit ve mìstì";;;;;"Královo Pole";01/2011;05/2015;"Masarykova univerzita";"Cílem projektu je vytvoøit prostøedí pro rozvoj podnikání v oboru informaèních a komunikaèních technologií (ICT) v Jihomoravském kraji (JMK), které podpoøí rozvoj jak zaèínajících, tak ji etablovanıch inovaèních firem v tomto sektoru. Propojení prostor CERIT Science Parku s prostorami Fakulty informatiky Masarykovy univerzity vytváøí podmínky pro úzkou spolupráci a transfer technologií a znalostí mezi vızkumnou sférou a podnikatelskımi subjekty v sektoru ICT. Projekt je souèástí Regionální inovaèní strategie JMK3."
;"Vìdeckotechnickı park profesora Lista";"Vzdìlání, vìda, vızkum a inovace";49.2282286;16.5738761;"Kolejní 3094";"http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=91220, http://www.czechinvest.org/51-pp04016-vedeckotechnicky-park-profesora-lista-jihomoravsky-kraj";84561000;Dokonèeno;"4.1. Vytvoøit podmínky pro pøíchod a udrení elit ve mìstì";;;;;"Královo Pole";07/2010;12/2013;"Vysoké uèení technické v Brnì";"Zámìrem podpoøeného projektu bylo vybudování a zprovoznìní Vìdeckotechnického parku zamìøeného na podporu technologicky orientovanıch firem a vızkumnıch subjektù."
;"Vìdecko-technickı park UNIS";"Vzdìlání, vìda, vızkum a inovace";49.2152994;16.5579669;"Jundrovská 1035/33";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=110066;178404000;Dokonèeno;"4.1. Vytvoøit podmínky pro pøíchod a udrení elit ve mìstì";;;;;Komín;01/2013;10/2015;"UNIS, a.s.";http://vtp.unis.cz/
;"Biology Park Brno";"Vzdìlání, vìda, vızkum a inovace";49.1772953;16.6041153;"Heršpická 813/5";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=115339;257716000;Dokonèeno;"4.1. Vytvoøit podmínky pro pøíchod a udrení elit ve mìstì";;;;;Brno-Støed;05/2011;11/2015;"Biology Park Brno a.s.";
;"Vìdeckotechnickı park Brno";"Vzdìlání, vìda, vızkum a inovace";49.2328453;16.5727867;"Purkyòova 648/125";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=108374;237868000;Dokonèeno;"4.1. Vytvoøit podmínky pro pøíchod a udrení elit ve mìstì";;;;;Medlánky;01/2011;08/2015;"VTP Brno, a.s.";
;"Vìdeckotechnologickı park - VIENNA POINT II.";"Podpora podnikání";49.1502111;16.6018522;"Vídeòská 136/119a";http://www.czechinvest.org/51-pp01023-vedeckotechnologicky-park-vienna-point-ii-jihomoravsky-kraj;294448000;Dokonèeno;"2.1. Pøipravit Brno k rozvoji podnikání";;;;;Brno-Jih;11/2009;07/2013;"VIENNA POINT a.s.";"Projekt vìdeckotechnologického parku Vienna Point II navazuje na projekt Vienna Point I. Cílem projektu bylo vytvoøit vìdecko-technologickı park urèenı pro technologická centra a vızkumné tımy zejména z oblasti informaèních technologií, biotechnologií a mechatroniky s vazbou na existující laboratoøe a další zázemí spolupracujících vysokıch škol. Projekt poèítal s vytvoøením celkovıch prostor pro umístìní øádovì 20-ti inovaèních spoleèností s pøipravenou inovaèní infrastrukturou. Pùvodnì se jednalo o 6-ti etapovı projekt, kterı se skládal ze tøi objektù a mìlo dojít k vybudování 10.000 m2 plochy. Vzhledem k tomu, e se adateli v rámci vıbìrového øízení na stavbu podaøilo ušetøit znaèné mnoství finanèních prostøedkù, byl projekt na základì souhlasu poskytovatele dotace rozšíøen o další 3 etapy a došlo k rekonstrukci pøilehlé haly, s kterou nebylo v pùvodním zámìru plánováno. Vısledkem je vybudování 17.347 m2 plochy."
;"Centrum Energoklastru Brno";"Podpora podnikání";49.2135603;16.6171256;"tøída Generála Píky 2";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=108066;57934000;Dokonèeno;"2.1. Pøipravit Brno k rozvoji podnikání";;;;;Brno-Sever;06/2012;12/2015;ENERGOKLASTR;
;"Vızkumné centrum bioimplantologie";"Vzdìlání, vìda, vızkum a inovace";49.1755944;16.5665739;"Palachovo námìstí 726/2";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=91240;62023000;Dokonèeno;"4.1. Vytvoøit podmínky pro pøíchod a udrení elit ve mìstì";;;;;"Starı Lískovec";10/2009;08/2012;"Národní Centrum Tkání a Bunìk a.s.";
;"Inovace Národního Tkáòového Centra";"Vzdìlání, vìda, vızkum a inovace";49.1755944;16.5665739;"Palachovo námìstí 726/2";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=86774;68837000;Dokonèeno;"4.1. Vytvoøit podmínky pro pøíchod a udrení elit ve mìstì";;;;;"Starı Lískovec";03/2010;08/2012;"Národní Centrum Tkání a Bunìk a.s.";
;"NEXT-M (New Emerging XCell Therapies for the Market)";"Vzdìlání, vìda, vızkum a inovace";49.1755944;16.5665739;"Palachovo námìstí 726/2";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=87840;75000000;Dokonèeno;"4.1. Vytvoøit podmínky pro pøíchod a udrení elit ve mìstì";;;;;"Starı Lískovec";06/2010;04/2012;"PrimeCell Therapeutics a.s.";
;"Red Hat Czech Software Development Centre II";"Podpora podnikání";49.2256922;16.5819339;"Purkyòova 3080/97b";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=121699;53600000;Dokonèeno;"2.1. Pøipravit Brno k rozvoji podnikání";;;;;"Královo Pole";12/2013;10/2015;"Red Hat Czech s.r.o.";
;"Mezinárodní centrum síovıch slueb II";"Podpora podnikání";49.1755944;16.5665742;"Palachovo námìstí 726";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=120853;250356000;Dokonèeno;"2.1. Pøipravit Brno k rozvoji podnikání";;;;;"Starı Lískovec";11/2013;10/2015;"AT & T Global Network Services Czech Republic s.r.o.";
;"Mezinárodní centrum síovıch slueb";"Podpora podnikání";49.1755944;16.5665742;"Palachovo námìstí 726";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=104536;272000000;Dokonèeno;"2.1. Pøipravit Brno k rozvoji podnikání";;;;;"Starı Lískovec";02/2012;11/2014;"AT & T Global Network Services Czech Republic s.r.o.";
;"Rozšíøení centra zamìøeného na vıvoj specializovaného software a aplikací v oblasti IT managementu";"Podpora podnikání";49.1810008;16.6057989;"Holandská 873/6";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=105422;58433000;Dokonèeno;"2.1. Pøipravit Brno k rozvoji podnikání";;;;;Brno-Støed;01/2012;03/2015;"SolarWinds Czech s.r.o.";
;"Rozšíøení centra strategickıch slueb III.";"Podpora podnikání";49.2254786;16.5775656;"Technická 2995/21";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=104258;252437000;Dokonèeno;"2.1. Pøipravit Brno k rozvoji podnikání";;;;;"Královo Pole";11/2011;06/2014;"IBM Global Services Delivery Center Czech Republic, s.r.o.";
;"Integrované centrum - AVG";"Podpora podnikání";49.1806319;16.6057153;"Holandská 879/4";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=98709;99520000;Dokonèeno;"2.1. Pøipravit Brno k rozvoji podnikání";;;;;Brno-Støed;01/2011;12/2014;"AVG Technologies CZ, s.r.o.";
;"Sabris - rozvoj centra sdílenıch slueb s vıraznım mezinárodním zamìøením";"Podpora podnikání";49.2165267;16.5881703;"Jana Babáka 2733/11";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=96367;52498000;Dokonèeno;"2.1. Pøipravit Brno k rozvoji podnikání";;;;;"Královo Pole";10/2011;03/2014;"Sabris CZ s.r.o.";
;"Red Hat Czech Software Development Center";"Podpora podnikání";49.2256922;16.5819339;"Purkyòova 3080/97b";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=94750;250000000;Dokonèeno;"2.1. Pøipravit Brno k rozvoji podnikání";;;;;"Královo Pole";12/2010;11/2013;"Red Hat Czech s.r.o.";
;"NetSuite Czech Republic Software Development Center";"Podpora podnikání";49.1881925;16.6131753;"Trnitá 491/3";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=94849;250000000;Dokonèeno;"2.1. Pøipravit Brno k rozvoji podnikání";;;;;Brno-Støed;11/2010;03/2014;"NetSuite Czech Republic s.r.o.";
;"Apprise Software Centre Brno";"Podpora podnikání";49.1813453;16.6058200;"Holandská 874/8";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=95621;69598000;Dokonèeno;"2.1. Pøipravit Brno k rozvoji podnikání";;;;;Brno-Støed;08/2010;06/2015;"Apprise Software s.r.o.";
;"Rozšíøení centra strategickıch slueb II. - IBM";"Podpora podnikání";49.2254786;16.5775656;"Technická 2995/21";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=96095;252521408;Dokonèeno;"2.1. Pøipravit Brno k rozvoji podnikání";;;;;"Královo Pole";07/2010;12/2012;"IBM Global Services Delivery Center Czech Republic, s.r.o.";
;"Centrum sdílenıch slueb FEI CZ";"Podpora podnikání";49.1765589;16.6650678;"Vlastimila Pecha 1282/12";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=87661;56600000;Dokonèeno;"2.1. Pøipravit Brno k rozvoji podnikání";;;;;Èernovice;01/2010;12/2012;"FEI Czech Republic s.r.o.";
;"Rozšíøení centra strategickıch slueb - IBM";"Podpora podnikání";49.2254786;16.5775656;"Technická 2995/21";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?Id=86865;80000000;Dokonèeno;"2.1. Pøipravit Brno k rozvoji podnikání";;;;;"Královo Pole";07/2009;12/2011;"IBM Global Services Delivery Center Czech Republic, s.r.o.";
